title,year,clean_title,appearance_count,tmdb_id,tmdb_title,release_date,directors,cast,genres,original_language,overview,vote_average,vote_count,popularity
Nightcrawler,,nightcrawler,5,242582.0,Nightcrawler,2014-10-23,['Dan Gilroy'],"['Jake Gyllenhaal', 'Riz Ahmed', 'Rene Russo', 'Bill Paxton', 'Kevin Rahm', 'Michael Hyatt', 'Price Carson', 'Kent Shocknek', 'Sharon Tay', 'Ann Cusack']","['Crime', 'Drama', 'Thriller']",en,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",7.704,11134,9.2805
Nomadland,,nomadland,5,581734.0,Nomadland,2021-01-29,['Chloé Zhao'],"['Frances McDormand', 'David Strathairn', 'Linda May', 'Swankie', 'Gay DeForest', 'Patricia Grier', 'Angela Reyes', 'Carl R. Hughes', 'Douglas G. Soul', 'Ryan Aquino']",['Drama'],en,"A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.",7.2,3122,1.7155
Nope,,nope,5,762504.0,Nope,2022-07-20,['Jordan Peele'],"['Daniel Kaluuya', 'Keke Palmer', 'Brandon Perea', 'Michael Wincott', 'Steven Yeun', 'Wrenn Schmidt', 'Keith David', 'Devon Graye', 'Terry Notary', 'Barbie Ferreira']","['Horror', 'Science Fiction', 'Thriller']",en,"Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.",6.835,4437,5.882
Nosferatu,2024.0,nosferatu,5,426063.0,Nosferatu,2024-12-25,['Robert Eggers'],"['Lily-Rose Depp', 'Nicholas Hoult', 'Bill Skarsgård', 'Aaron Taylor-Johnson', 'Willem Dafoe', 'Emma Corrin', 'Ralph Ineson', 'Simon McBurney', 'Adéla Hesová', 'Milena Konstantinova']","['Drama', 'Horror', 'Fantasy']",en,"A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake.",6.702,2879,23.0794
Oldboy,,oldboy,5,87516.0,Oldboy,2013-11-14,['Spike Lee'],"['Josh Brolin', 'Elizabeth Olsen', 'Sharlto Copley', 'Samuel L. Jackson', 'Michael Imperioli', 'Pom Klementieff', 'James Ransone', 'Max Casella', 'Linda Emond', 'Elvis Nolasco']","['Drama', 'Thriller', 'Mystery', 'Action']",en,A man has only three and a half days and limited resources to discover why he was imprisoned in a nondescript room for 20 years without any explanation.,5.916,2012,3.3692
Once Upon a Time... in Hollywood,,once upon time in hollywood,5,466272.0,Once Upon a Time... in Hollywood,2019-07-24,['Quentin Tarantino'],"['Leonardo DiCaprio', 'Brad Pitt', 'Margot Robbie', 'Emile Hirsch', 'Margaret Qualley', 'Timothy Olyphant', 'Julia Butters', 'Austin Butler', 'Dakota Fanning', 'Bruce Dern']","['Comedy', 'Drama', 'Thriller']",en,"Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…",7.426,14033,17.4366
Oppenheimer,2023.0,oppenheimer,5,872585.0,Oppenheimer,2023-07-19,['Christopher Nolan'],"['Cillian Murphy', 'Emily Blunt', 'Matt Damon', 'Robert Downey Jr.', 'Florence Pugh', 'Josh Hartnett', 'Casey Affleck', 'Rami Malek', 'Kenneth Branagh', 'Benny Safdie']","['Drama', 'History']",en,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,8.054,10504,24.2591
Paddington,,paddington,5,116149.0,Paddington,2014-11-24,['Paul King'],"['Ben Whishaw', 'Hugh Bonneville', 'Sally Hawkins', 'Madeleine Harris', 'Samuel Joslin', 'Julie Walters', 'Nicole Kidman', 'Imelda Staunton', 'Peter Capaldi', 'Michael Gambon']","['Comedy', 'Adventure', 'Family']",en,"A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven.",7.113,3941,6.2384
Paddington 2,,paddington 2,5,346648.0,Paddington 2,2017-11-09,['Paul King'],"['Ben Whishaw', 'Sally Hawkins', 'Hugh Bonneville', 'Madeleine Harris', 'Samuel Joslin', 'Julie Walters', 'Hugh Grant', 'Imelda Staunton', 'Brendan Gleeson', 'Jim Broadbent']","['Adventure', 'Comedy', 'Family']",en,"Paddington, now happily settled with the Browns, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy, but it is stolen.",7.474,2537,5.8974
Palm Springs,2020.0,palm springs,5,587792.0,Palm Springs,2020-07-10,['Max Barbakow'],"['Andy Samberg', 'Cristin Milioti', 'J.K. Simmons', 'Peter Gallagher', 'Meredith Hagner', 'Camila Mendes', 'Tyler Hoechlin', 'Chris Pang', 'Jacqueline Obradors', 'June Squibb']","['Comedy', 'Romance', 'Science Fiction']",en,"When carefree Nyles and reluctant maid of honor Sarah have a chance encounter at a Palm Springs wedding, things get complicated when they find themselves unable to escape the venue, themselves, or each other.",7.339,3347,7.6295
Parasite,2019.0,parasite,5,496243.0,Parasite,2019-05-30,['Bong Joon Ho'],"['Song Kang-ho', 'Lee Sun-kyun', 'Cho Yeo-jeong', 'Choi Woo-shik', 'Park So-dam', 'Lee Jung-eun', 'Jang Hye-jin', 'Park Myung-hoon', 'Jung Ji-so', 'Jung Hyeon-jun']","['Comedy', 'Thriller', 'Drama']",ko,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",8.499,19301,30.1007
Passing,2021.0,passing,5,541524.0,Passing,2021-10-27,['Rebecca Hall'],"['Tessa Thompson', 'Ruth Negga', 'André Holland', 'Alexander Skarsgård', 'Bill Camp', 'Gbenga Akinnagbe', 'Antoinette Crowe-Legacy', 'Justus Davis Graham', 'Ethan Barrett', 'Ashley Ware Jenkins']",['Drama'],en,"In 1920s New York City, a Black woman finds her world upended when her life becomes intertwined with a former childhood friend who's passing as white.",6.267,317,0.9678
Past Lives,,past lives,5,666277.0,Past Lives,2023-06-02,['Celine Song'],"['Greta Lee', 'Teo Yoo', 'John Magaro', 'Moon Seung-ah', 'Yim Seung-min', 'Yoon Ji-hye', 'Choi Won-young', 'An Min-young', 'Seo Yeon-woo', 'Chang Ki-ha']","['Drama', 'Romance']",en,"After decades apart, childhood friends Nora and Hae Sung are reunited in New York for one fateful weekend as they confront notions of destiny, love, and the choices that make a life.",7.7,1969,10.3463
Phantom Thread,,phantom thread,5,400617.0,Phantom Thread,2017-12-25,['Paul Thomas Anderson'],"['Daniel Day-Lewis', 'Vicky Krieps', 'Lesley Manville', 'Camilla Rutherford', 'Gina McKee', 'Brian Gleeson', 'Harriet Sansom Harris', 'Lujza Richter', 'Julia Davis', 'Julie Vollono']","['Drama', 'Romance']",en,"In 1950s London, a renowned dressmaker's meticulous lifestyle begins drastically changing as his relationship with his young muse intensifies.",7.3,3575,3.6585
Pig,2021.0,pig,5,635731.0,Pig,2021-07-16,['Michael Sarnoski'],"['Nicolas Cage', 'Alex Wolff', 'Adam Arkin', 'Nina Belforte', 'Gretchen Corbett', 'Dalene Young', 'Darius Pierce', 'Elijah Ungvary', 'Brian Sutherland', 'David Knell']","['Drama', 'Mystery', 'Thriller']",en,A truffle hunter who lives alone in the Oregon wilderness must visit Portland to find the mysterious person who stole his beloved foraging pig.,6.659,1558,1.9084
Poor Things,2023.0,poor things,5,792307.0,Poor Things,2023-12-07,['Yorgos Lanthimos'],"['Emma Stone', 'Mark Ruffalo', 'Willem Dafoe', 'Ramy Youssef', 'Christopher Abbott', 'Suzy Bemba', 'Jerrod Carmichael', 'Kathryn Hunter', 'Vicki Pepperdine', 'Hanna Schygulla']","['Science Fiction', 'Romance', 'Comedy']",en,"Brought back to life by an unorthodox scientist, a young woman runs off with a lawyer on a whirlwind adventure across the continents. Free from the prejudices of her times, she grows steadfast in her purpose to stand for equality and liberation.",7.674,4858,9.5966
Portrait of a Lady on Fire,,portrait of lady on fire,5,531428.0,Portrait of a Lady on Fire,2019-09-18,['Céline Sciamma'],"['Noémie Merlant', 'Adèle Haenel', 'Luàna Bajrami', 'Valeria Golino', 'Christel Baras', 'Armande Boulanger', 'Guy Delamarche', 'Clément Bouyssou']","['Drama', 'Romance', 'History']",fr,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",8.116,2730,7.2012
Priscilla,,priscilla,5,1020006.0,Priscilla,2023-10-27,['Sofia Coppola'],"['Cailee Spaeny', 'Jacob Elordi', 'Ari Cohen', 'Dagmara Dominczyk', 'Tim Post', 'Lynne Griffin', 'Dan Beirne', 'Rodrigo Fernandez-Stoll', 'Dan Abramovici', 'Matthew Shaw']","['Drama', 'Romance']",en,"When teenage Priscilla Beaulieu meets Elvis Presley at a party, the man who is already a meteoric rock-and-roll superstar becomes someone entirely unexpected in private moments: a thrilling crush, an ally in loneliness, a vulnerable best friend.",6.794,918,4.1385
Pulp Fiction,,pulp fiction,5,680.0,Pulp Fiction,1994-09-10,['Quentin Tarantino'],"['John Travolta', 'Samuel L. Jackson', 'Uma Thurman', 'Bruce Willis', 'Ving Rhames', 'Harvey Keitel', 'Eric Stoltz', 'Tim Roth', 'Amanda Plummer', 'Maria de Medeiros']","['Thriller', 'Crime', 'Comedy']",en,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",8.488,28904,28.6443
Raiders of the Lost Ark,,raiders of lost ark,5,85.0,Raiders of the Lost Ark,1981-06-12,['Steven Spielberg'],"['Harrison Ford', 'Karen Allen', 'Paul Freeman', 'John Rhys-Davies', 'Ronald Lacey', 'Wolf Kahler', 'Anthony Higgins', 'Denholm Elliott', 'Alfred Molina', 'Vic Tablian']","['Adventure', 'Action']",en,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",7.925,12977,15.1929
Ready Player One,,ready player one,5,333339.0,Ready Player One,2018-03-28,['Steven Spielberg'],"['Tye Sheridan', 'Olivia Cooke', 'Ben Mendelsohn', 'Lena Waithe', 'T.J. Miller', 'Simon Pegg', 'Mark Rylance', 'Philip Zhao', 'Win Morisaki', 'Hannah John-Kamen']","['Adventure', 'Action', 'Science Fiction']",en,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",7.586,16138,10.6123
Rear Window,,rear window,5,567.0,Rear Window,1954-08-01,['Alfred Hitchcock'],"['James Stewart', 'Grace Kelly', 'Wendell Corey', 'Thelma Ritter', 'Raymond Burr', 'Judith Evelyn', 'Ross Bagdasarian', 'Georgine Darcy', 'Sara Berner', 'Frank Cady']","['Thriller', 'Mystery']",en,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,8.3,6773,4.5693
Roma,2018.0,roma,5,426426.0,Roma,2018-11-21,['Alfonso Cuarón'],"['Yalitza Aparicio', 'Marina de Tavira', 'Diego Cortina Autrey', 'Carlos Peralta', 'Marco Graf', 'Daniela Demesa', 'Nancy García García', 'Verónica García', 'Fernando Grediaga', 'Jorge Antonio Guerrero']",['Drama'],es,"In 1970s Mexico City, two domestic workers help a mother of four while her husband is away for an extended period of time.",7.631,3975,1.5462
Scott Pilgrim vs. the World,,scott pilgrim vs world,5,22538.0,Scott Pilgrim vs. the World,2010-08-12,['Edgar Wright'],"['Michael Cera', 'Mary Elizabeth Winstead', 'Ellen Wong', 'Kieran Culkin', 'Alison Pill', 'Mark Webber', 'Johnny Simmons', 'Jason Schwartzman', 'Anna Kendrick', 'Aubrey Plaza']","['Action', 'Comedy', 'Romance']",en,"As bass guitarist for a garage-rock band, Scott Pilgrim has never had trouble getting a girlfriend; usually, the problem is getting rid of them. But when Ramona Flowers skates into his heart, he finds she has the most troublesome baggage of all: an army of ex-boyfriends who will stop at nothing to eliminate him from her list of suitors.",7.491,8135,6.3819
Shiva Baby,2020.0,shiva baby,5,664300.0,Shiva Baby,2021-03-26,['Emma Seligman'],"['Rachel Sennott', 'Molly Gordon', 'Polly Draper', 'Danny Deferrari', 'Fred Melamed', 'Dianna Agron', 'Glynis Bell', 'Sondra James', 'Deborah Offner', 'Rita Gardner']","['Comedy', 'Drama']",en,"College student Danielle must cover her tracks when she unexpectedly runs into her sugar daddy at a shiva - with her parents, ex-girlfriend and family friends also in attendance.",7.151,693,1.9947
Sonic the Hedgehog,,sonic hedgehog,5,454626.0,Sonic the Hedgehog,2020-02-12,['Jeff Fowler'],"['Ben Schwartz', 'James Marsden', 'Tika Sumpter', 'Jim Carrey', 'Natasha Rothwell', 'Adam Pally', 'Neal McDonough', 'Lee Majdoub', 'Tom Butler', 'Frank C. Turner']","['Action', 'Science Fiction', 'Comedy', 'Family']",en,"Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.",7.306,10006,11.4644
Soul,2020.0,soul,5,508442.0,Soul,2020-12-25,['Pete Docter'],"['Jamie Foxx', 'Tina Fey', 'Graham Norton', 'Rachel House', 'Alice Braga', 'Richard Ayoade', 'Phylicia Rashād', 'Donnell Rawlings', 'Questlove', 'Angela Bassett']","['Animation', 'Family', 'Comedy', 'Fantasy']",en,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",8.107,10859,8.9077
Spencer,2021.0,spencer,5,716612.0,Spencer,2021-11-04,['Pablo Larraín'],"['Kristen Stewart', 'Timothy Spall', 'Jack Nielen', 'Freddie Spry', 'Jack Farthing', 'Sean Harris', 'Stella Gonet', 'Richard Sammel', 'Elizabeth Berrington', 'Lore Stefanek']","['Drama', 'History']",en,"During her Christmas holidays with the royal family at the Sandringham estate in Norfolk, England, Diana decides to leave her marriage to Prince Charles.",6.751,1718,1.5849
Spider-Man: Across the Spider-Verse,,spiderman across spiderverse,5,569094.0,Spider-Man: Across the Spider-Verse,2023-05-31,"['Kemp Powers', 'Justin K. Thompson', 'Joaquim Dos Santos']","['Shameik Moore', 'Hailee Steinfeld', 'Brian Tyree Henry', 'Luna Lauren Velez', 'Jake Johnson', 'Oscar Isaac', 'Jason Schwartzman', 'Issa Rae', 'Daniel Kaluuya', 'Karan Soni']","['Animation', 'Action', 'Adventure', 'Science Fiction']",en,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",8.346,7742,21.2946
Spider-Man: Far From Home,,spiderman far from home,5,429617.0,Spider-Man: Far From Home,2019-06-28,['Jon Watts'],"['Tom Holland', 'Jake Gyllenhaal', 'Samuel L. Jackson', 'Marisa Tomei', 'Jon Favreau', 'Zendaya', 'Jacob Batalon', 'Tony Revolori', 'Angourie Rice', 'Remy Hii']","['Action', 'Adventure', 'Science Fiction']",en,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.",7.4,16205,17.8872
Spider-Man: Homecoming,,spiderman homecoming,5,315635.0,Spider-Man: Homecoming,2017-07-05,['Jon Watts'],"['Tom Holland', 'Michael Keaton', 'Robert Downey Jr.', 'Marisa Tomei', 'Jon Favreau', 'Gwyneth Paltrow', 'Zendaya', 'Donald Glover', 'Jacob Batalon', 'Laura Harrier']","['Action', 'Adventure', 'Science Fiction', 'Drama']",en,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",7.3,22351,21.7412
Spider-Man: Into the Spider-Verse,,spiderman into spiderverse,5,324857.0,Spider-Man: Into the Spider-Verse,2018-12-06,"['Bob Persichetti', 'Peter Ramsey', 'Rodney Rothman']","['Shameik Moore', 'Jake Johnson', 'Hailee Steinfeld', 'Mahershala Ali', 'Brian Tyree Henry', 'Lily Tomlin', 'Luna Lauren Velez', 'Zoë Kravitz', 'John Mulaney', 'Kimiko Glenn']","['Animation', 'Action', 'Adventure', 'Science Fiction']",en,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",8.4,16297,18.3473
Spider-Man: No Way Home,,spiderman no way home,5,634649.0,Spider-Man: No Way Home,2021-12-15,['Jon Watts'],"['Tom Holland', 'Zendaya', 'Benedict Cumberbatch', 'Jacob Batalon', 'Jon Favreau', 'Jamie Foxx', 'Willem Dafoe', 'Alfred Molina', 'Benedict Wong', 'Tony Revolori']","['Action', 'Adventure', 'Science Fiction']",en,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",7.9,20937,24.0764
Tenet,,tenet,5,577922.0,Tenet,2020-08-22,['Christopher Nolan'],"['John David Washington', 'Robert Pattinson', 'Elizabeth Debicki', 'Kenneth Branagh', 'Dimple Kapadia', 'Michael Caine', 'Martin Donovan', 'Fiona Dourif', 'Yuri Kolokolnikov', 'Himesh Patel']","['Action', 'Thriller', 'Science Fiction']",en,"Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",7.179,10364,9.1808
The Avengers,2012.0,avengers,5,24428.0,The Avengers,2012-04-25,['Joss Whedon'],"['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo', 'Chris Hemsworth', 'Scarlett Johansson', 'Jeremy Renner', 'Tom Hiddleston', 'Clark Gregg', 'Cobie Smulders', 'Stellan Skarsgård']","['Science Fiction', 'Action', 'Adventure']",en,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",7.8,32556,37.9393
The Banshees of Inisherin,,banshees of inisherin,5,674324.0,The Banshees of Inisherin,2022-10-20,['Martin McDonagh'],"['Colin Farrell', 'Brendan Gleeson', 'Kerry Condon', 'Barry Keoghan', 'Gary Lydon', 'Pat Shortt', 'Sheila Flitton', 'Bríd Ní Neachtain', 'Jon Kenny', 'Aaron Monaghan']","['Drama', 'Comedy']",en,"Two lifelong friends find themselves at an impasse when one abruptly ends their relationship, with alarming consequences for both of them.",7.451,2994,3.5813
The Big Short,,big short,5,318846.0,The Big Short,2015-12-11,['Adam McKay'],"['Steve Carell', 'Christian Bale', 'Ryan Gosling', 'Brad Pitt', 'Marisa Tomei', 'Melissa Leo', 'Hamish Linklater', 'John Magaro', 'Rafe Spall', 'Jeremy Strong']","['Comedy', 'Drama']",en,The men who made millions from a global economic meltdown.,7.4,9324,7.6783
The Big Sick,,big sick,5,416477.0,The Big Sick,2017-03-30,['Michael Showalter'],"['Kumail Nanjiani', 'Zoe Kazan', 'Holly Hunter', 'Ray Romano', 'Anupam Kher', 'Zenobia Shroff', 'Adeel Akhtar', 'Bo Burnham', 'Aidy Bryant', 'Kurt Braunohler']","['Comedy', 'Drama', 'Romance']",en,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.",7.331,2503,2.0389
The Cabin in the Woods,,cabin in woods,5,22970.0,The Cabin in the Woods,2012-04-12,['Drew Goddard'],"['Kristen Connolly', 'Fran Kranz', 'Chris Hemsworth', 'Jesse Williams', 'Anna Hutchison', 'Richard Jenkins', 'Bradley Whitford', 'Amy Acker', 'Brian J. White', 'Sigourney Weaver']","['Horror', 'Mystery']",en,A group of teens journey to a remote cabin in the woods where their fate is unknowingly controlled by technicians as part of a worldwide conspiracy where all horror movie clichés are revealed to be part of an elaborate sacrifice ritual.,6.637,8111,6.0776
The Darjeeling Limited,,darjeeling limited,5,4538.0,The Darjeeling Limited,2007-09-07,['Wes Anderson'],"['Owen Wilson', 'Adrien Brody', 'Jason Schwartzman', 'Amara Karan', 'Wallace Wolodarsky', 'Waris Ahluwalia', 'Irrfan Khan', 'Barbet Schroeder', 'Camilla Rutherford', 'Bill Murray']","['Adventure', 'Drama', 'Comedy']",en,"Three American brothers who have not spoken to each other in a year set off on a train voyage across India with a plan to find themselves and bond with each other -- to become brothers again like they used to be. Their ""spiritual quest"", however, veers rapidly off-course (due to events involving over-the-counter pain killers, Indian cough syrup, and pepper spray).",7.2,3704,3.187
The Dark Knight,,dark knight,5,155.0,The Dark Knight,2008-07-16,['Christopher Nolan'],"['Christian Bale', 'Heath Ledger', 'Aaron Eckhart', 'Michael Caine', 'Maggie Gyllenhaal', 'Gary Oldman', 'Morgan Freeman', 'Monique Gabriela Curnen', 'Ron Dean', 'Cillian Murphy']","['Drama', 'Action', 'Crime', 'Thriller']",en,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",8.522,34141,31.0038
The Dark Knight Rises,,dark knight rises,5,49026.0,The Dark Knight Rises,2012-07-17,['Christopher Nolan'],"['Christian Bale', 'Gary Oldman', 'Tom Hardy', 'Joseph Gordon-Levitt', 'Anne Hathaway', 'Marion Cotillard', 'Morgan Freeman', 'Michael Caine', 'Matthew Modine', 'Alon Aboutboul']","['Action', 'Crime', 'Drama', 'Thriller']",en,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",7.787,23388,22.0881
The Disaster Artist,,disaster artist,5,371638.0,The Disaster Artist,2017-03-12,['James Franco'],"['Dave Franco', 'James Franco', 'Seth Rogen', 'Ari Graynor', 'Alison Brie', 'Jacki Weaver', 'Paul Scheer', 'Zac Efron', 'Josh Hutcherson', 'June Diane Raphael']","['Comedy', 'Drama']",en,"An aspiring actor in Hollywood meets an enigmatic stranger by the name of Tommy Wiseau, the meeting leads the actor down a path nobody could have predicted; creating the worst movie ever made.",7.107,3604,1.6757
The Fabelmans,,fabelmans,5,804095.0,The Fabelmans,2022-11-11,['Steven Spielberg'],"['Michelle Williams', 'Paul Dano', 'Seth Rogen', 'Gabriel LaBelle', 'Mateo Zoryan Francis-DeFord', 'Keeley Karsten', 'Alina Brace', 'Julia Butters', 'Birdie Borria', 'Judd Hirsch']",['Drama'],en,"Growing up in post-World War II era Arizona, young Sammy Fabelman aspires to become a filmmaker as he reaches adolescence, but soon discovers a shattering family secret and explores how the power of films can help him see the truth.",7.6,2515,3.3754
The Father,2020.0,father,5,600354.0,The Father,2020-12-23,['Florian Zeller'],"['Anthony Hopkins', 'Olivia Colman', 'Mark Gatiss', 'Olivia Williams', 'Imogen Poots', 'Rufus Sewell', 'Ayesha Dharker', 'Roman Zeller']",['Drama'],en,"A man refuses all assistance from his daughter as he ages and, as he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",8.112,3368,3.2987
The Favourite,,favourite,5,375262.0,The Favourite,2018-11-23,['Yorgos Lanthimos'],"['Emma Stone', 'Olivia Colman', 'Rachel Weisz', 'Nicholas Hoult', 'Joe Alwyn', 'Mark Gatiss', 'James Smith', 'Jenny Rainsford', 'Emma Delves', 'Faye Daveney']","['History', 'Comedy', 'Drama']",en,"England, early 18th century. The close relationship between Queen Anne and Sarah Churchill is threatened by the arrival of Sarah's cousin, Abigail Hill, resulting in a bitter rivalry between the two cousins to be the Queen's favourite.",7.504,5647,2.5572
The French Dispatch,,french dispatch,5,542178.0,The French Dispatch,2021-10-21,['Wes Anderson'],"['Benicio del Toro', 'Adrien Brody', 'Tilda Swinton', 'Léa Seydoux', 'Frances McDormand', 'Timothée Chalamet', 'Lyna Khoudri', 'Jeffrey Wright', 'Mathieu Amalric', 'Steve Park']","['Drama', 'Comedy']",en,"The staff of an American magazine based in France puts out its last issue, with stories featuring an artist sentenced to life imprisonment, student riots, and a kidnapping resolved by a chef.",7.027,2749,2.376
The Grand Budapest Hotel,,grand budapest hotel,5,120467.0,The Grand Budapest Hotel,2014-02-26,['Wes Anderson'],"['Ralph Fiennes', 'F. Murray Abraham', 'Mathieu Amalric', 'Adrien Brody', 'Willem Dafoe', 'Jeff Goldblum', 'Harvey Keitel', 'Jude Law', 'Bill Murray', 'Edward Norton']","['Comedy', 'Drama']",en,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",8.036,15313,8.2393
The Great Gatsby,2013.0,great gatsby,5,64682.0,The Great Gatsby,2013-05-09,['Baz Luhrmann'],"['Leonardo DiCaprio', 'Tobey Maguire', 'Carey Mulligan', 'Joel Edgerton', 'Elizabeth Debicki', 'Isla Fisher', 'Jason Clarke', 'Amitabh Bachchan', 'Callan McAuliffe', 'Adelaide Clemens']","['Drama', 'Romance']",en,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",7.363,12525,8.5212
The Holdovers,,holdovers,5,840430.0,The Holdovers,2023-10-27,['Alexander Payne'],"['Paul Giamatti', 'Dominic Sessa', ""Da'Vine Joy Randolph"", 'Carrie Preston', 'Brady Hepner', 'Ian Dolley', 'Jim Kaplan', 'Michael Provost', 'Andrew Garman', 'Naheem Garcia']","['Comedy', 'Drama']",en,"A curmudgeonly instructor at a New England prep school is forced to remain on campus during Christmas break to babysit the handful of students with nowhere to go. Eventually, he forms an unlikely bond with one of them — a damaged, brainy troublemaker — and with the school’s head cook, who has just lost a son in Vietnam.",7.675,2063,4.1365
The Hunger Games,,hunger games,5,70160.0,The Hunger Games,2012-03-12,['Gary Ross'],"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks', 'Lenny Kravitz', 'Stanley Tucci', 'Donald Sutherland', 'Wes Bentley', 'Toby Jones']","['Science Fiction', 'Adventure', 'Action']",en,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",7.217,22519,7.1484
