title,year,clean_title,appearance_count,tmdb_id,tmdb_title,release_date,directors,cast,genres,original_language,overview,vote_average,vote_count,popularity,directors_main,directors_other,cast_main,cast_other
The Dead Don't Die,2019.0,dead dont die,200,535581.0,The Dead Don't Die,2019-05-15,['Jim Jarmusch'],"['Bill Murray', 'Adam Driver', 'Tom Waits', 'Chloë Sevigny', 'Steve Buscemi', 'Eszter Balint', 'Danny Glover', 'Maya Delmont', 'Taliyah Whitaker', ""Jahi Di'Allo Winston""]","['Comedy', 'Horror', 'Fantasy', 'Science Fiction']",en,"In a small peaceful town, zombies suddenly rise to terrorize the town. Now three bespectacled police officers and a strange Scottish morgue expert must band together to defeat the undead.",5.4,2690,4.2627,['Jim Jarmusch'],[],"['Bill Murray', 'Adam Driver', 'Tom Waits', 'Chloë Sevigny', 'Steve Buscemi', 'Danny Glover', ""Jahi Di'Allo Winston""]","['Eszter Balint', 'Maya Delmont', 'Taliyah Whitaker']"
The Mask,1994.0,mask,199,854.0,The Mask,1994-07-29,['Chuck Russell'],"['Jim Carrey', 'Peter Riegert', 'Peter Greene', 'Amy Yasbeck', 'Richard Jeni', 'Orestes Matacena', 'Tim Bagley', 'Nancy Fish', 'Johnny Williams', 'Reg E. Cathey']","['Romance', 'Comedy', 'Crime', 'Fantasy']",en,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",6.967,10664,12.5579,['Chuck Russell'],[],"['Jim Carrey', 'Peter Riegert', 'Peter Greene', 'Amy Yasbeck', 'Tim Bagley', 'Nancy Fish', 'Reg E. Cathey']","['Richard Jeni', 'Orestes Matacena', 'Johnny Williams']"
Bound,,bound,198,316410.0,Bound,2015-01-09,['Jared Cohn'],"['Charisma Carpenter', 'Bryce Draper', 'Daniel Baldwin', 'Morgan Obenreder', 'Michael Monks', 'Andy T. Tran', 'Mark McClain Wilson', 'Hayley McLaughlin', 'Noel Arthur', 'Steffinnie Phrommany']","['Thriller', 'Drama']",en,"The daughter of a wealthy real estate mogul falls in love with a younger man, and she is introduced to the world of BDSM. With her newly awakened sexual prowess, she is finally able to take control of her life.",3.771,83,2.2136,['Jared Cohn'],[],['Daniel Baldwin'],"['Charisma Carpenter', 'Bryce Draper', 'Morgan Obenreder', 'Michael Monks', 'Andy T. Tran', 'Mark McClain Wilson', 'Hayley McLaughlin', 'Noel Arthur', 'Steffinnie Phrommany']"
Napoleon,2023.0,napoleon,198,753342.0,Napoleon,2023-11-22,['Ridley Scott'],"['Joaquin Phoenix', 'Vanessa Kirby', 'Tahar Rahim', 'Rupert Everett', 'Mark Bonnar', 'Paul Rhys', 'Ben Miles', 'Riana Duce', 'Edouard Philipponnat', 'Miles Jupp']","['History', 'War', 'Romance']",en,"An epic that details the checkered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive, volatile relationship with his wife, Josephine.",6.3,2801,9.7047,['Ridley Scott'],[],"['Joaquin Phoenix', 'Vanessa Kirby', 'Tahar Rahim', 'Rupert Everett', 'Paul Rhys', 'Ben Miles']","['Mark Bonnar', 'Riana Duce', 'Edouard Philipponnat', 'Miles Jupp']"
Death on the Nile,2022.0,death on nile,197,505026.0,Death on the Nile,2022-02-09,['Kenneth Branagh'],"['Kenneth Branagh', 'Tom Bateman', 'Annette Bening', 'Russell Brand', 'Ali Fazal', 'Dawn French', 'Gal Gadot', 'Armie Hammer', 'Rose Leslie', 'Emma Mackey']","['Mystery', 'Crime', 'Thriller']",en,Belgian sleuth Hercule Poirot's Egyptian vacation aboard a glamorous river steamer turns into a terrifying search for a murderer when a picture-perfect couple's idyllic honeymoon is tragically cut short.,6.428,3883,5.0329,['Kenneth Branagh'],[],"['Kenneth Branagh', 'Tom Bateman', 'Annette Bening', 'Russell Brand', 'Ali Fazal', 'Dawn French', 'Gal Gadot', 'Armie Hammer', 'Rose Leslie', 'Emma Mackey']",[]
Sing Sing,2023.0,sing sing,197,1155828.0,Sing Sing,2024-07-12,['Greg Kwedar'],"['Colman Domingo', 'Clarence Maclin', 'Sean San Jose', 'Paul Raci', 'David ""Dap"" Giraudy', 'Patrick ""Preme"" Griffin', 'Mosi Eagle', 'James ""Big E"" Williams', 'Sean Dino Johnson', 'Brent Buell']",['Drama'],en,"Divine G, imprisoned at Sing Sing for a crime he didn't commit, finds purpose by acting in a theatre group alongside other incarcerated men in this story of resilience, humanity, and the transformative power of art.",7.539,257,3.3104,[],['Greg Kwedar'],['Colman Domingo'],"['Clarence Maclin', 'Sean San Jose', 'Paul Raci', 'David ""Dap"" Giraudy', 'Patrick ""Preme"" Griffin', 'Mosi Eagle', 'James ""Big E"" Williams', 'Sean Dino Johnson', 'Brent Buell']"
Crawl,2019.0,crawl,196,511987.0,Crawl,2019-07-11,['Alexandre Aja'],"['Kaya Scodelario', 'Barry Pepper', 'Morfydd Clark', 'Ross Anderson', 'Jose Palma', 'George Somner', 'Anson Boon', 'Ami Metcalf', 'Tina Pribićević', 'Srna Vasiljević']","['Horror', 'Thriller']",en,"When a huge hurricane hits her hometown in Florida, Haley ignores evacuation orders to look for her father. After finding him badly wounded, both are trapped by the flood. With virtually no time to escape the storm, they discover that rising water levels are the least of their problems.",6.33,3206,4.9834,['Alexandre Aja'],[],"['Kaya Scodelario', 'Barry Pepper', 'Morfydd Clark']","['Ross Anderson', 'Jose Palma', 'George Somner', 'Anson Boon', 'Ami Metcalf', 'Tina Pribićević', 'Srna Vasiljević']"
Halloween II,1981.0,halloween ii,196,11281.0,Halloween II,1981-10-30,['Rick Rosenthal'],"['Jamie Lee Curtis', 'Donald Pleasence', 'Charles Cyphers', 'Jeffrey Kramer', 'Lance Guest', 'Pamela Susan Shoop', 'Hunter von Leer', 'Dick Warlock', 'Leo Rossi', 'Gloria Gifford']","['Horror', 'Thriller']",en,"After failing to kill stubborn survivor Laurie and taking a bullet or six from former psychiatrist Dr. Sam Loomis, Michael Myers has followed Laurie to the Haddonfield Memorial Hospital, where she's been admitted for Myers' attempt on her life. The institution proves to be particularly suited to serial killers, however, as Myers cuts, stabs and slashes his way through hospital staff to reach his favorite victim.",6.6,2125,2.3397,['Rick Rosenthal'],[],"['Jamie Lee Curtis', 'Donald Pleasence', 'Charles Cyphers', 'Jeffrey Kramer', 'Lance Guest', 'Leo Rossi']","['Pamela Susan Shoop', 'Hunter von Leer', 'Dick Warlock', 'Gloria Gifford']"
Nerve,2016.0,nerve,196,328387.0,Nerve,2016-06-27,"['Henry Joost', 'Ariel Schulman']","['Emma Roberts', 'Dave Franco', 'Emily Meade', 'Miles Heizer', 'Juliette Lewis', 'Kimiko Glenn', 'mgk', 'Marc John Jefferies', 'Samira Wiley', 'Brian Marc']","['Mystery', 'Adventure', 'Crime']",en,"Industrious high school senior Vee Delmonico has had it with living life on the sidelines. When pressured by friends to join the popular online game Nerve, Vee decides to sign up for just one dare in what seems like harmless fun. But as she finds herself caught up in the thrill of the adrenaline-fueled competition partnered with a mysterious stranger, the game begins to take a sinister turn with increasingly dangerous acts, leading her into a high stakes finale that will determine her entire future.",7.015,6861,3.4716,"['Henry Joost', 'Ariel Schulman']",[],"['Emma Roberts', 'Dave Franco', 'Emily Meade', 'Juliette Lewis', 'Kimiko Glenn', 'mgk', 'Marc John Jefferies']","['Miles Heizer', 'Samira Wiley', 'Brian Marc']"
Sherlock Holmes,2009.0,sherlock holmes,196,10528.0,Sherlock Holmes,2009-12-23,['Guy Ritchie'],"['Robert Downey Jr.', 'Jude Law', 'Rachel McAdams', 'Mark Strong', 'Eddie Marsan', 'Robert Maillet', 'Geraldine James', 'Kelly Reilly', 'William Houston', 'Hans Matheson']","['Action', 'Adventure', 'Crime', 'Mystery']",en,Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.,7.215,14262,8.7649,['Guy Ritchie'],[],"['Robert Downey Jr.', 'Jude Law', 'Rachel McAdams', 'Mark Strong', 'Eddie Marsan', 'Robert Maillet', 'Geraldine James', 'Kelly Reilly', 'William Houston']",['Hans Matheson']
The Parent Trap,1998.0,parent trap,196,9820.0,The Parent Trap,1998-07-28,['Nancy Meyers'],"['Lindsay Lohan', 'Dennis Quaid', 'Natasha Richardson', 'Elaine Hendrix', 'Lisa Ann Walter', 'Simon Kunz', 'Polly Holliday', 'Maggie Wheeler', 'Ronnie Stevens', 'Erin Mackey']","['Comedy', 'Family', 'Romance']",en,"Hallie Parker and Annie James are identical twins who were separated at a young age due to their parents' divorce. Unbeknownst to their parents, the girls are sent to the same summer camp, where they meet, discover the truth about their relationship, and come up with a plan to switch places in an effort to reunite their mother and father.",7.214,4311,10.7786,['Nancy Meyers'],[],"['Lindsay Lohan', 'Dennis Quaid', 'Natasha Richardson', 'Elaine Hendrix', 'Lisa Ann Walter', 'Simon Kunz', 'Polly Holliday', 'Maggie Wheeler']","['Ronnie Stevens', 'Erin Mackey']"
King Kong,2005.0,king kong,195,254.0,King Kong,2005-12-12,['Peter Jackson'],"['Naomi Watts', 'Adrien Brody', 'Jack Black', 'Andy Serkis', 'Colin Hanks', 'Thomas Kretschmann', 'Jamie Bell', 'Kyle Chandler', 'Evan Parke', 'Lobo Chan']","['Adventure', 'Drama', 'Action']",en,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",6.887,8105,12.388,['Peter Jackson'],[],"['Naomi Watts', 'Adrien Brody', 'Jack Black', 'Andy Serkis', 'Colin Hanks', 'Thomas Kretschmann', 'Jamie Bell', 'Kyle Chandler']","['Evan Parke', 'Lobo Chan']"
White Noise,2022.0,white noise,194,575900.0,White Noise,2019-07-28,"[""Antoine D'Agata""]",[],['Documentary'],en,"The acclaimed work of photographer Antoine d’Agata has mostly been a journey into the heart of darkness, dealing with random and nightly encounters, sex and prostitution. So it's no surprise that the monumental White Noise leads again to the underworld of sex workers, from Cambodia to Norway, from Ukraine to USA. Built around more than 20 monologues, this films delivers trance-like visions of women in rapture induced by sex or narcotics.",6.3,6,0.213,[],"[""Antoine D'Agata""]",[],[]
Alice in Wonderland,1951.0,alice in wonderland,193,12092.0,Alice in Wonderland,1951-07-28,"['Clyde Geronimi', 'Wilfred Jackson', 'Hamilton Luske']","['Kathryn Beaumont', 'Ed Wynn', 'Richard Haydn', 'Sterling Holloway', 'Jerry Colonna', 'Verna Felton', ""J. Pat O'Malley"", 'Bill Thompson', 'Heather Angel', 'Joseph Kearns']","['Animation', 'Family', 'Fantasy', 'Adventure']",en,"On a golden afternoon, wildly curious young Alice tumbles into the burrow and enters the merry, madcap world of Wonderland full of whimsical escapades.",7.186,6027,7.4685,"['Clyde Geronimi', 'Wilfred Jackson', 'Hamilton Luske']",[],"['Ed Wynn', 'Richard Haydn', 'Sterling Holloway', ""J. Pat O'Malley"", 'Bill Thompson', 'Heather Angel']","['Kathryn Beaumont', 'Jerry Colonna', 'Verna Felton', 'Joseph Kearns']"
Frankenstein,1931.0,frankenstein,193,3035.0,Frankenstein,1931-11-21,['James Whale'],"['Colin Clive', 'Mae Clarke', 'John Boles', 'Boris Karloff', 'Edward Van Sloan', 'Frederick Kerr', 'Dwight Frye', 'Lionel Belmore', 'Marilyn Harris', 'Ted Billings']","['Drama', 'Horror', 'Science Fiction']",en,"Tampering with life and death, Henry Frankenstein pieces together salvaged body parts to bring a human monster to life; the mad scientist's dreams are shattered by his creation's violent rage as the monster awakens to a world in which he is unwelcome.",7.468,1661,2.5239,['James Whale'],[],"['Colin Clive', 'Mae Clarke', 'John Boles', 'Boris Karloff', 'Edward Van Sloan', 'Lionel Belmore']","['Frederick Kerr', 'Dwight Frye', 'Marilyn Harris', 'Ted Billings']"
Funny Games,,funny games,193,8461.0,Funny Games,2008-03-14,['Michael Haneke'],"['Naomi Watts', 'Tim Roth', 'Michael Pitt', 'Brady Corbet', 'Devon Gearhart', 'Boyd Gaines', 'Siobhan Fallon Hogan', 'Robert LuPone', 'Susi Haneke', 'Linda Moran']","['Thriller', 'Horror']",en,"When Ann, husband George, and son Georgie arrive at their holiday home they are visited by a pair of polite and seemingly pleasant young men. Armed with deceptively sweet smiles and some golf clubs, they proceed to terrorize and torture the tight-knit clan, giving them until the next day to survive.",6.555,2121,3.1606,['Michael Haneke'],[],"['Naomi Watts', 'Tim Roth', 'Michael Pitt', 'Brady Corbet', 'Boyd Gaines', 'Siobhan Fallon Hogan']","['Devon Gearhart', 'Robert LuPone', 'Susi Haneke', 'Linda Moran']"
Mommy,2014.0,mommy,193,265177.0,Mommy,2014-09-19,['Xavier Dolan'],"['Anne Dorval', 'Suzanne Clément', 'Antoine Olivier Pilon', 'Patrick Huard', 'Alexandre Goyette', 'Michèle Lituac', 'Viviane Pacal', 'Natalie Hamel-Roy', 'Isabelle Nélisse', 'Ted Pluviose']",['Drama'],fr,"A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.",8.225,2768,2.111,['Xavier Dolan'],[],['Suzanne Clément'],"['Anne Dorval', 'Antoine Olivier Pilon', 'Patrick Huard', 'Alexandre Goyette', 'Michèle Lituac', 'Viviane Pacal', 'Natalie Hamel-Roy', 'Isabelle Nélisse', 'Ted Pluviose']"
On the Rocks,2020.0,on rocks,193,575417.0,On the Rocks,2020-10-02,['Sofia Coppola'],"['Bill Murray', 'Rashida Jones', 'Marlon Wayans', 'Jessica Henwick', 'Jenny Slate', 'Liyanna Muscat', 'Alexandra Mary Reimer', 'Anna Chanel Reimer', 'Barbara Bain', 'Juliana Canfield']","['Drama', 'Comedy', 'Romance']",en,"Faced with sudden doubts about her marriage, a young New York mother teams up with her larger-than-life playboy father to tail her husband.",6.086,729,1.7153,['Sofia Coppola'],[],"['Bill Murray', 'Rashida Jones', 'Marlon Wayans', 'Jessica Henwick', 'Jenny Slate']","['Liyanna Muscat', 'Alexandra Mary Reimer', 'Anna Chanel Reimer', 'Barbara Bain', 'Juliana Canfield']"
Spree,2020.0,spree,193,653598.0,Spree,2020-08-14,['Eugene Kotlyarenko'],"['Joe Keery', 'Sasheer Zamata', 'David Arquette', 'Joshua Ovalle', 'A.J. Del Cueto', 'Andy Faulkner', 'Honor Levy', 'Sara Lassner', 'Linas Phillips', 'Jessalyn Gilsig']","['Comedy', 'Crime', 'Horror', 'Thriller']",en,"Desperate for an online following, a rideshare driver has figured out a deadly plan to go viral and he will stop at nothing to get his five minutes of fame.",6.41,469,2.092,['Eugene Kotlyarenko'],[],"['Joe Keery', 'Sasheer Zamata', 'David Arquette']","['Joshua Ovalle', 'A.J. Del Cueto', 'Andy Faulkner', 'Honor Levy', 'Sara Lassner', 'Linas Phillips', 'Jessalyn Gilsig']"
The Eyes of Tammy Faye,2021.0,eyes of tammy faye,193,601470.0,The Eyes of Tammy Faye,2021-09-17,['Michael Showalter'],"['Jessica Chastain', 'Andrew Garfield', 'Cherry Jones', ""Vincent D'Onofrio"", 'Mark Wystrach', 'Sam Jaeger', 'Louis Cancelmi', 'Gabriel Olds', 'Fredric Lehne', 'Chandler Head']","['Drama', 'History']",en,"From the 1960s to the 1980s, evangelist Jim Baker and his ambitious wife, Tammy Faye, rose from humble beginnings to build an empire based on big-time evangelical Christianity--only for the couple to fall from grace because of some all-too-human sins.",6.482,629,1.0034,['Michael Showalter'],[],"['Jessica Chastain', 'Andrew Garfield', 'Cherry Jones', ""Vincent D'Onofrio"", 'Sam Jaeger', 'Louis Cancelmi', 'Fredric Lehne']","['Mark Wystrach', 'Gabriel Olds', 'Chandler Head']"
Colossal,2016.0,colossal,192,339967.0,Colossal,2017-04-06,['Nacho Vigalondo'],"['Anne Hathaway', 'Jason Sudeikis', 'Austin Stowell', 'Tim Blake Nelson', 'Dan Stevens', 'Hannah Cheramy', 'Nathan Ellison', 'Sarah Surh', 'Haeun Hannah Cho', 'Joe Costa']","['Drama', 'Fantasy', 'Science Fiction']",en,A woman discovers that severe catastrophic events are somehow connected to the mental breakdown from which she's suffering.,6.282,2155,2.7336,['Nacho Vigalondo'],[],"['Anne Hathaway', 'Jason Sudeikis', 'Austin Stowell', 'Tim Blake Nelson', 'Dan Stevens']","['Hannah Cheramy', 'Nathan Ellison', 'Sarah Surh', 'Haeun Hannah Cho', 'Joe Costa']"
The Accountant,2016.0,accountant,192,302946.0,The Accountant,2016-10-13,"[""Gavin O'Connor""]","['Ben Affleck', 'Cynthia Addai-Robinson', 'Anna Kendrick', 'J.K. Simmons', 'Jon Bernthal', 'John Lithgow', 'Jeffrey Tambor', 'Jean Smart', 'Andy Umberger', 'Alison Wright']","['Crime', 'Thriller', 'Drama']",en,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities and the body count starts to rise.",7.127,6866,14.6658,"[""Gavin O'Connor""]",[],"['Ben Affleck', 'Cynthia Addai-Robinson', 'Anna Kendrick', 'J.K. Simmons', 'Jon Bernthal', 'John Lithgow', 'Jeffrey Tambor', 'Jean Smart']","['Andy Umberger', 'Alison Wright']"
BlackBerry,2023.0,blackberry,191,1016084.0,BlackBerry,2023-02-13,['Matt Johnson'],"['Jay Baruchel', 'Glenn Howerton', 'Matt Johnson', 'Michael Ironside', 'Cary Elwes', 'Saul Rubinek', 'Martin Donovan', 'Rich Sommer', 'Michelle Giroux', 'SungWon Cho']","['Comedy', 'Drama']",en,Two mismatched entrepreneurs – egghead innovator Mike Lazaridis and cut-throat businessman Jim Balsillie – joined forces in an endeavour that was to become a worldwide hit in little more than a decade. The story of the meteoric rise and catastrophic demise of the world's first smartphone.,7.147,702,4.1071,['Matt Johnson'],[],"['Jay Baruchel', 'Glenn Howerton', 'Matt Johnson', 'Michael Ironside', 'Cary Elwes', 'Saul Rubinek', 'Martin Donovan', 'Rich Sommer']","['Michelle Giroux', 'SungWon Cho']"
Ferrari,2023.0,ferrari,191,365620.0,Ferrari,2023-12-14,['Michael Mann'],"['Adam Driver', 'Penélope Cruz', 'Shailene Woodley', 'Gabriel Leone', 'Sarah Gadon', ""Jack O'Connell"", 'Patrick Dempsey', 'Giuseppe Festinese', 'Michele Savoia', 'Valentina Bellè']","['History', 'Drama']",en,"Set during the summer of 1957. Ex-racecar driver, Enzo Ferrari, is in crisis. Bankruptcy stalks the company he and his wife, Laura, built from nothing ten years earlier. Their tempestuous marriage struggles with the mourning for one son and the acknowledgement of another.",6.381,1112,2.7867,['Michael Mann'],[],"['Adam Driver', 'Penélope Cruz', 'Shailene Woodley', 'Sarah Gadon', ""Jack O'Connell"", 'Patrick Dempsey']","['Gabriel Leone', 'Giuseppe Festinese', 'Michele Savoia', 'Valentina Bellè']"
The Bourne Identity,2002.0,bourne identity,191,2501.0,The Bourne Identity,2002-06-14,['Doug Liman'],"['Matt Damon', 'Franka Potente', 'Chris Cooper', 'Clive Owen', 'Brian Cox', 'Adewale Akinnuoye-Agbaje', 'Gabriel Mann', 'Julia Stiles', 'Walton Goggins', 'Josh Hamilton']","['Action', 'Drama', 'Mystery', 'Thriller']",en,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy—but who does he work for?",7.469,9580,7.0396,['Doug Liman'],[],"['Matt Damon', 'Franka Potente', 'Chris Cooper', 'Clive Owen', 'Brian Cox', 'Adewale Akinnuoye-Agbaje', 'Gabriel Mann', 'Julia Stiles', 'Walton Goggins', 'Josh Hamilton']",[]
The Secret Life of Walter Mitty,2013.0,secret life of walter mitty,191,116745.0,The Secret Life of Walter Mitty,2013-12-18,['Ben Stiller'],"['Ben Stiller', 'Kristen Wiig', 'Sean Penn', 'Shirley MacLaine', 'Adam Scott', 'Kathryn Hahn', 'Patton Oswalt', 'Adrian Martinez', 'Ólafur Darri Ólafsson', 'Gunnar Helgason']","['Adventure', 'Comedy', 'Drama', 'Fantasy']",en,A timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing.,7.2,7840,4.7487,['Ben Stiller'],[],"['Ben Stiller', 'Kristen Wiig', 'Sean Penn', 'Shirley MacLaine', 'Adam Scott', 'Kathryn Hahn', 'Patton Oswalt', 'Adrian Martinez', 'Ólafur Darri Ólafsson']",['Gunnar Helgason']
Wildlife,2018.0,wildlife,191,417812.0,Wildlife,2018-09-23,['Paul Dano'],"['Jake Gyllenhaal', 'Carey Mulligan', 'Ed Oxenbould', 'Zoe Colletti', 'Bill Camp', 'Travis W Bruyer', 'Tom Huston Orr', 'Darryl Cox', 'Ginger Gilmartin', 'Michael Gibbons']",['Drama'],en,"14-year-old Joe is the only child of Jeanette and Jerry — a housewife and a golf pro — in a small town in 1960s Montana. Nearby, an uncontrolled forest fire rages close to the Canadian border, and when Jerry loses his job (and his sense of purpose) he decides to join the cause of fighting the fire, leaving his wife and son to fend for themselves.",6.635,742,1.8012,[],['Paul Dano'],"['Jake Gyllenhaal', 'Carey Mulligan', 'Ed Oxenbould', 'Zoe Colletti', 'Bill Camp']","['Travis W Bruyer', 'Tom Huston Orr', 'Darryl Cox', 'Ginger Gilmartin', 'Michael Gibbons']"
Life,2017.0,life,190,395992.0,Life,2017-03-22,['Daniel Espinosa'],"['Jake Gyllenhaal', 'Ryan Reynolds', 'Rebecca Ferguson', 'Hiroyuki Sanada', 'Olga Dihovichnaya', 'Ariyon Bakare', 'Naoko Mori', 'Haruka Kuroda', 'Camiel Warren-Taylor', 'Alexandre Nguyen']","['Horror', 'Science Fiction', 'Mystery', 'Thriller']",en,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.",6.443,7566,5.5176,['Daniel Espinosa'],[],"['Jake Gyllenhaal', 'Ryan Reynolds', 'Rebecca Ferguson', 'Hiroyuki Sanada', 'Alexandre Nguyen']","['Olga Dihovichnaya', 'Ariyon Bakare', 'Naoko Mori', 'Haruka Kuroda', 'Camiel Warren-Taylor']"
The Proposal,2009.0,proposal,190,18240.0,The Proposal,2009-06-02,['Anne Fletcher'],"['Sandra Bullock', 'Ryan Reynolds', 'Malin Åkerman', 'Craig T. Nelson', 'Mary Steenburgen', 'Betty White', ""Denis O'Hare"", 'Oscar Nuñez', 'Aasif Mandvi', 'Michael Nouri']","['Comedy', 'Romance', 'Drama']",en,"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.",7.157,7112,11.7003,['Anne Fletcher'],[],"['Sandra Bullock', 'Ryan Reynolds', 'Malin Åkerman', 'Craig T. Nelson', 'Mary Steenburgen', 'Betty White', ""Denis O'Hare"", 'Oscar Nuñez', 'Aasif Mandvi', 'Michael Nouri']",[]
I'm Still Here,2024.0,im still here,189,1000837.0,I'm Still Here,2024-09-19,['Walter Salles'],"['Fernanda Torres', 'Selton Mello', 'Valentina Herszage', 'Maria Manoella', 'Luiza Kosovski', 'Marjorie Estiano', 'Bárbara Luz', 'Gabriela Carneiro da Cunha', 'Cora Ramalho', 'Olívia Torres']","['Drama', 'History']",pt,A woman married to a former politician during the 1971 military dictatorship in Brazil is forced to reinvent herself and chart a new course for her family after a violent and arbitrary act.,8.0,747,6.2816,['Walter Salles'],[],"['Fernanda Torres', 'Selton Mello', 'Valentina Herszage', 'Marjorie Estiano']","['Maria Manoella', 'Luiza Kosovski', 'Bárbara Luz', 'Gabriela Carneiro da Cunha', 'Cora Ramalho', 'Olívia Torres']"
Dirty Dancing,,dirty dancing,188,444902.0,Dirty Dancing,2017-05-24,['Wayne Blair'],"['Abigail Breslin', 'Colt Prattes', 'Sarah Hyland', 'Nicole Scherzinger', 'Tony Roberts', 'J. Quinton Johnson', 'Shane Harper', 'Trevor Einhorn', 'Casper Smart', 'Katey Sagal']","['Drama', 'Romance']",en,"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle, and nothing is ever the same for anyone in the Houseman family.",5.497,439,1.5852,['Wayne Blair'],[],"['Abigail Breslin', 'Sarah Hyland', 'Nicole Scherzinger', 'Tony Roberts', 'Katey Sagal']","['Colt Prattes', 'J. Quinton Johnson', 'Shane Harper', 'Trevor Einhorn', 'Casper Smart']"
Superman,,superman,188,1061474.0,Superman,2025-07-09,['James Gunn'],"['David Corenswet', 'Rachel Brosnahan', 'Nicholas Hoult', 'Edi Gathegi', 'Nathan Fillion', 'Isabela Merced', 'María Gabriela de Faría', 'Skyler Gisondo', 'Alan Tudyk', 'Grace Chan']","['Science Fiction', 'Adventure', 'Action']",en,"Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent.",7.43,1294,264.8351,['James Gunn'],[],"['David Corenswet', 'Rachel Brosnahan', 'Nicholas Hoult', 'Edi Gathegi', 'Nathan Fillion', 'Isabela Merced', 'Skyler Gisondo', 'Alan Tudyk']","['María Gabriela de Faría', 'Grace Chan']"
The Woman in the Window,2021.0,woman in window,188,520663.0,The Woman in the Window,2021-05-13,['Joe Wright'],"['Amy Adams', 'Gary Oldman', 'Anthony Mackie', 'Fred Hechinger', 'Wyatt Russell', 'Brian Tyree Henry', 'Jennifer Jason Leigh', 'Jeanine Serralles', 'Mariah Bozeman', 'Julianne Moore']","['Crime', 'Mystery', 'Thriller']",en,An agoraphobic woman living alone in New York begins spying on her new neighbors only to witness a disturbing act of violence.,5.998,2028,1.6644,['Joe Wright'],[],"['Amy Adams', 'Gary Oldman', 'Anthony Mackie', 'Fred Hechinger', 'Wyatt Russell', 'Brian Tyree Henry', 'Jennifer Jason Leigh', 'Julianne Moore']","['Jeanine Serralles', 'Mariah Bozeman']"
Bombshell,2019.0,bombshell,187,525661.0,Bombshell,2019-12-13,['Jay Roach'],"['Charlize Theron', 'Margot Robbie', 'Nicole Kidman', 'John Lithgow', 'Allison Janney', 'Malcolm McDowell', 'Kate McKinnon', 'Connie Britton', 'Liv Hewson', 'Jack Haven']",['Drama'],en,Bombshell is a revealing look inside the most powerful and controversial media empire of all time; and the explosive story of the women who brought down the infamous man who created it.,6.787,3060,2.8982,['Jay Roach'],[],"['Charlize Theron', 'Margot Robbie', 'Nicole Kidman', 'John Lithgow', 'Allison Janney', 'Malcolm McDowell', 'Kate McKinnon', 'Connie Britton', 'Jack Haven']",['Liv Hewson']
The Creator,2023.0,creator,187,670292.0,The Creator,2023-09-27,['Gareth Edwards'],"['John David Washington', 'Madeleine Yuna Voyles', 'Gemma Chan', 'Allison Janney', 'Ken Watanabe', 'Sturgill Simpson', 'Amar Chadha-Patel', 'Marc Menchaca', 'Robbie Tann', 'Ralph Ineson']","['Science Fiction', 'Action', 'Adventure']",en,"Amid a future war between the human race and the forces of artificial intelligence, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.",7.044,3424,7.3657,['Gareth Edwards'],[],"['John David Washington', 'Gemma Chan', 'Allison Janney', 'Ken Watanabe', 'Marc Menchaca', 'Ralph Ineson']","['Madeleine Yuna Voyles', 'Sturgill Simpson', 'Amar Chadha-Patel', 'Robbie Tann']"
