title,year,clean_title,appearance_count,tmdb_id,tmdb_title,release_date,directors,cast,genres,original_language,overview,vote_average,vote_count,popularity,directors_main,directors_other,cast_main,cast_other
Vibrations,1996.0,vibrations,11,106258.0,Vibrations,1996-07-02,['Michael Paseornek'],"['Christina Applegate', 'James Marshall', 'Faye Grant', 'Paige Turco', 'Scott Cohen', 'Bruce Altman', 'David Burke', 'Steven Keats', 'John Ales', 'Shane Butterworth']",['Drama'],en,A musician who lost his hands falls for a woman whose technologically adept friends help him make a comeback.,3.45,10,0.1225,[],['Michael Paseornek'],"['Christina Applegate', 'Paige Turco', 'Scott Cohen', 'Bruce Altman', 'Steven Keats', 'John Ales']","['James Marshall', 'Faye Grant', 'David Burke', 'Shane Butterworth']"
Voices of a Distant Star,,voices of distant star,11,37910.0,Voices of a Distant Star,2002-02-02,['Makoto Shinkai'],"['Makoto Shinkai', 'Mika Shinohara', 'Donna Burke', 'Chihiro Suzuki', 'Sumi Mutoh']","['Animation', 'Science Fiction', 'Romance']",ja,"It is 2046 when a mysterious alien force begins their annihilation of the human race. Leaving behind the one person she loves, Mikako joins the interstellar battle as a pilot. And so - while Mikako risks her life to save mankind - Noboru waits. The two lovers, worlds apart, desperately strive to remain connected as the gap between them widens at a frightening pace.",6.517,316,1.6465,['Makoto Shinkai'],[],[],"['Makoto Shinkai', 'Mika Shinohara', 'Donna Burke', 'Chihiro Suzuki', 'Sumi Mutoh']"
Void,2017.0,void,11,625888.0,Void,2017-08-03,['Emma Seligman'],"['Sami Cavestani', 'Henry Fulton Winship']","['Drama', 'Romance']",en,Short film about a young girl and her unanswered desire for a boy in her class.,5.2,6,0.1427,['Emma Seligman'],[],[],"['Sami Cavestani', 'Henry Fulton Winship']"
War,2019.0,war,11,585268.0,War,2019-10-02,['Siddharth Anand'],"['Hrithik Roshan', 'Tiger Shroff', 'Ashutosh Rana', 'Anupriya Goenka', 'Soni Razdan', 'Yash Raaj Singh', 'Vaani Kapoor', 'Dishita Sehgal', 'Dipannita Sharma', 'Mashhoor Amrohi']","['Action', 'Thriller', 'Adventure']",hi,"Khalid, entrusted with the task of eliminating former soldier turned rogue Kabir, engages in an epic battle with his mentor who taught him everything.",6.8,337,4.0734,['Siddharth Anand'],[],['Hrithik Roshan'],"['Tiger Shroff', 'Ashutosh Rana', 'Anupriya Goenka', 'Soni Razdan', 'Yash Raaj Singh', 'Vaani Kapoor', 'Dishita Sehgal', 'Dipannita Sharma', 'Mashhoor Amrohi']"
What Comes Around,2022.0,what comes around,11,1005731.0,What Comes Around,2023-08-04,['Amy Redford'],"['Summer Phoenix', 'Grace Van Dien', 'Jesse García', 'Kyle Gallner', 'Indiana Affleck', 'Reina Hardesty', 'Sierra Rose', 'Gabriel Monroe Eckert']","['Drama', 'Thriller']",en,A young love affair becomes a menacing game of cat and mouse where nothing is what it seems in this immersive thriller.,5.675,80,0.6719,[],['Amy Redford'],"['Jesse García', 'Kyle Gallner']","['Summer Phoenix', 'Grace Van Dien', 'Indiana Affleck', 'Reina Hardesty', 'Sierra Rose', 'Gabriel Monroe Eckert']"
White Fang,1991.0,white fang,11,655697.0,White Fang,1991-03-09,[],"['Robbie McGregor', 'Lee Perry', 'Bill Specha', 'Caz Adams']","['Adventure', 'Animation']",en,"White Fang, part wold and part dog, is born in the wild where he spends his early months before becoming Grey Beaver's loyal and trusted dog. When the Indian is unable to trade his furs, he reluctantly accepts gold pieces from Beauty Smith in exchange for White Fang. Smith is an evil man who cages and torments White Fang so as to transform him into a hateful, fighting dog. Smith travels the Yukon staging dog fight and making substantial sums of money from White Fang's victories. After a particularly brutal fight in which White Fang is severely injured by a ferocious bull dog, an animal lover, Weedon Scott, stops the fight and carries White Fang off. White Fang recovers and becomes the Scott family pet.",7.0,1,0.2044,[],[],[],"['Robbie McGregor', 'Lee Perry', 'Bill Specha', 'Caz Adams']"
White Snake,2019.0,white snake,11,573699.0,White Snake,2019-01-11,"['Amp Wong', 'Zhao Ji']","['Zhang Zhe', 'Yang Tianxiang', 'Tang Xiaoxi', 'Liu Ziling', 'Zhang Yaohan', 'Zheng Xiaopu', 'Zhang Boheng', 'Zhang He', 'Ma Cheng', 'Cheng Yin']","['Romance', 'Animation', 'Fantasy']",zh,"One day a young woman named Blanca is saved by Xuan, a snake catcher from a nearby village. She has lost her memory, and together they go on a journey to discover her real identity, developing deeper feelings for one another along the way. But as they learn more about her past, they uncover a darker plot of supernatural forces vying for power, with the fate of the world hanging in the balance.",7.716,512,2.9367,['Amp Wong'],['Zhao Ji'],[],"['Zhang Zhe', 'Yang Tianxiang', 'Tang Xiaoxi', 'Liu Ziling', 'Zhang Yaohan', 'Zheng Xiaopu', 'Zhang Boheng', 'Zhang He', 'Ma Cheng', 'Cheng Yin']"
Witch Hunt,2021.0,witch hunt,11,670429.0,Witch Hunt,2021-10-01,['Elle Callahan'],"['Gideon Adlon', 'Abigail Cowen', 'Elizabeth Mitchell', 'Echo Campbell', 'Cameron Crovetti', 'Nicholas Crovetti', 'Lulu Antariksa', 'Natasha Tina Liu', 'Anna Grace Barlow', 'Ashley Bell']","['Horror', 'Fantasy']",en,"In a modern America where witches are real and witchcraft is illegal, a sheltered teenager must face her own demons and prejudices as she helps two young witches avoid law enforcement and cross the southern border to asylum in Mexico.",6.7,275,1.3169,['Elle Callahan'],[],"['Gideon Adlon', 'Elizabeth Mitchell', 'Nicholas Crovetti', 'Anna Grace Barlow', 'Ashley Bell']","['Abigail Cowen', 'Echo Campbell', 'Cameron Crovetti', 'Lulu Antariksa', 'Natasha Tina Liu']"
Within,2016.0,within,11,291413.0,Within,2016-10-18,['Phil Claydon'],"['Michael Vartan', 'Erin Moriarty', 'Nadine Velazquez', 'Ronnie Gene Blevins', 'JoBeth Williams', 'Blake Jenner', 'Dorian Kingi', 'Misty Upham', 'Steele Stebbins', 'Tom Wright']","['Horror', 'Thriller']",en,"A widower, his daughter, and his new wife move into a peaceful neighborhood. At first it appears to be a perfect neighborhood but the family quickly realize that something is not right about their new home.",5.4,280,0.6807,[],['Phil Claydon'],"['Michael Vartan', 'Erin Moriarty', 'Nadine Velazquez', 'Ronnie Gene Blevins', 'JoBeth Williams', 'Blake Jenner', 'Tom Wright']","['Dorian Kingi', 'Misty Upham', 'Steele Stebbins']"
Wyrm,2019.0,wyrm,11,630476.0,Wyrm,2019-09-21,['Christopher Winterbauer'],"['Theo Taplitz', 'Lulu Wilson', 'Sosie Bacon', 'Natasha Rothwell', 'Paula Pell', 'Azure Brandi', 'Tommy Dewey', 'Dan Bakkedahl', 'Rosemarie DeWitt', 'Jenna Ortega']","['Comedy', 'Romance', 'Science Fiction']",en,"In an alternative 1990s a lonely, dinosaur-obsessed boy named Wyrm struggles to complete a unique school requirement in which students wear electronic collars that detach only upon engaging in their first kiss.",7.0,26,1.3395,[],['Christopher Winterbauer'],"['Lulu Wilson', 'Sosie Bacon', 'Natasha Rothwell', 'Tommy Dewey', 'Dan Bakkedahl', 'Rosemarie DeWitt', 'Jenna Ortega']","['Theo Taplitz', 'Paula Pell', 'Azure Brandi']"
Young Hearts,2024.0,young hearts,11,1232449.0,Young Hearts,2024-10-26,['Anthony Schatteman'],"['Lou Goossens', 'Marius De Saeger', 'Geert Van Rampelberg', 'Emilie De Roo', 'Dirk van Dijck', 'Jul Goossens', 'Ezra van Dongen', 'Olivier Englebert', 'Olga De Saeger', 'Wim Opbrouck']","['Drama', 'Romance']",nl,"14-year-old Elias increasingly feels like an outsider in his village. When he meets his new neighbour of the same age, Alexander, Elias is confronted with his burgeoning sexuality.",8.385,117,9.4103,[],['Anthony Schatteman'],[],"['Lou Goossens', 'Marius De Saeger', 'Geert Van Rampelberg', 'Emilie De Roo', 'Dirk van Dijck', 'Jul Goossens', 'Ezra van Dongen', 'Olivier Englebert', 'Olga De Saeger', 'Wim Opbrouck']"
9,2005.0,9,10,98622.0,9,2005-04-21,['Shane Acker'],[],"['Animation', 'Science Fiction']",en,A rag doll fights a monster that has been stealing the souls of his people.,7.202,265,0.5297,[],['Shane Acker'],[],[]
A Coffee in Berlin,2012.0,coffee in berlin,10,130739.0,A Coffee in Berlin,2012-11-01,['Jan Ole Gerster'],"['Tom Schilling', 'Marc Hosemann', 'Friederike Kempter', 'Justus von Dohnányi', 'Katharina Schüttler', 'Arnd Klawitter', 'Martin Brambach', 'Andreas Schröders', 'Ulrich Noethen', 'Inga Birkenfeld']","['Drama', 'Comedy']",de,"Niko, a twenty-something college dropout, lives for the moment as he drifts through the streets of Berlin, curiously observing everyone around him and oblivious to his growing status as an outsider. Then on one fateful day, through a series of absurdly amusing encounters, everything changes.",7.2,333,0.6652,[],['Jan Ole Gerster'],['Tom Schilling'],"['Marc Hosemann', 'Friederike Kempter', 'Justus von Dohnányi', 'Katharina Schüttler', 'Arnd Klawitter', 'Martin Brambach', 'Andreas Schröders', 'Ulrich Noethen', 'Inga Birkenfeld']"
Adam,2019.0,adam,10,486233.0,Adam,2019-08-14,['Rhys Ernst'],"['Nicholas Alexander', 'Bobbi Salvör Menuez', 'Leo Sheng', 'Chloë Levine', 'Margaret Qualley', 'Haley Murphy', 'Gracie Lawrence', 'Hayley Huntley', 'Colton Ryan', 'Melanie Hinkle']",['Comedy'],en,"Adam, an awkward teen, spends a summer with his older sister, who is part of New York City's lesbian and trans activist scene. He meets the girl of his dreams but can't figure out how to tell her he's not the trans man she thinks he is.",4.516,32,0.5158,[],['Rhys Ernst'],"['Bobbi Salvör Menuez', 'Chloë Levine', 'Margaret Qualley']","['Nicholas Alexander', 'Leo Sheng', 'Haley Murphy', 'Gracie Lawrence', 'Hayley Huntley', 'Colton Ryan', 'Melanie Hinkle']"
After Lucia,,after lucia,10,126315.0,After Lucia,2012-10-03,['Michel Franco'],"['Tessa Ía', 'Hernán Mendoza', 'Gonzalo Vega Sisto', 'Tamara Yazbek Bernal', 'Paco Rueda', 'Paloma Cervantes', 'Carmen Beato', 'Mónica del Carmen', 'Nailea Norvind']",['Drama'],es,"Alejandra and her dad Roberto have just moved to town. She is new at school, he has a new job. Starting over is sometimes complicated when you have left so much behind.",6.599,136,0.9055,['Michel Franco'],[],['Mónica del Carmen'],"['Tessa Ía', 'Hernán Mendoza', 'Gonzalo Vega Sisto', 'Tamara Yazbek Bernal', 'Paco Rueda', 'Paloma Cervantes', 'Carmen Beato', 'Nailea Norvind']"
Alice in Wonderland,1933.0,alice in wonderland,10,25694.0,Alice in Wonderland,1933-12-18,['Norman Z. McLeod'],"['Charlotte Henry', 'Richard Arlen', 'Roscoe Ates', 'William Austin', 'Gary Cooper', 'Leon Errol', 'Louise Fazenda', 'W.C. Fields', 'Alec B. Francis', ""Richard 'Skeets' Gallagher""]","['Family', 'Fantasy', 'Comedy']",en,"In Victorian England, a bored young girl dreams that she has entered a fantasy world called Wonderland, populated by even more fantastic characters.",6.0,59,0.8264,['Norman Z. McLeod'],[],"['Richard Arlen', 'William Austin', 'Gary Cooper', 'Louise Fazenda', 'W.C. Fields', 'Alec B. Francis', ""Richard 'Skeets' Gallagher""]","['Charlotte Henry', 'Roscoe Ates', 'Leon Errol']"
Alice in Wonderland,1999.0,alice in wonderland,10,30923.0,Alice in Wonderland,1999-02-28,['Nick Willing'],"['Tina Majorino', 'Robbie Coltrane', 'Ben Kingsley', 'Miranda Richardson', 'Martin Short', 'Christopher Lloyd', 'Gene Wilder', 'Whoopi Goldberg', 'Peter Ustinov', 'George Wendt']","['Fantasy', 'Family']",en,"Alice follows a white rabbit down a rabbit-hole into a whimsical Wonderland, where she meets characters like the delightful Cheshire Cat, the clumsy White Knight, a rude caterpillar, and the hot-tempered Queen of Hearts and can grow ten feet tall or shrink to three inches. But will she ever be able to return home?",6.191,372,1.0616,[],['Nick Willing'],"['Tina Majorino', 'Robbie Coltrane', 'Ben Kingsley', 'Miranda Richardson', 'Martin Short', 'Christopher Lloyd', 'Gene Wilder', 'Whoopi Goldberg', 'Peter Ustinov', 'George Wendt']",[]
Always,2011.0,always,10,8281.0,I Always Wanted to Be a Gangster,2008-03-26,['Samuel Benchetrit'],"['Anna Mouglalis', 'Édouard Baer', 'Jean Rochefort', 'Jean-Pierre Kalfon', 'Laurent Terzieff', 'Venantino Venantini', 'Roger Dumas', 'Alain Bashung', 'Arno', 'Bouli Lanners']","['Drama', 'Comedy', 'Crime']",fr,"Told in four vignettes, this existential comedy relates the exploits of four aspiring criminals who hope to improve their lot, but find that they might not have what it takes for a life of crime.",7.3,87,0.3357,[],['Samuel Benchetrit'],"['Anna Mouglalis', 'Édouard Baer', 'Jean Rochefort', 'Jean-Pierre Kalfon', 'Laurent Terzieff', 'Venantino Venantini', 'Roger Dumas', 'Bouli Lanners']","['Alain Bashung', 'Arno']"
Amber Alert,2024.0,amber alert,10,1248753.0,Amber Alert,2024-09-27,['Kerry Bellessa'],"['Hayden Panettiere', 'Tyler James Williams', 'Kevin Dunn', 'Saidah Arrika Ekulona', 'Kurt Oberhaus', 'Katie McClellan', 'Ducky Cash', 'Claire Slemmer', 'Dinora Walcott', 'Jeffery Croft II']","['Thriller', 'Drama']",en,"An ordinary rideshare becomes a high-stakes game of cat and mouse when Jaq and Shane receive an alert of a child abduction on their phones. Quickly realizing they are behind a car that matches the description of the kidnapper’s, Jaq and Shane desperately race against time to save the child’s life.",7.04,202,1.3184,[],['Kerry Bellessa'],"['Hayden Panettiere', 'Tyler James Williams', 'Kevin Dunn']","['Saidah Arrika Ekulona', 'Kurt Oberhaus', 'Katie McClellan', 'Ducky Cash', 'Claire Slemmer', 'Dinora Walcott', 'Jeffery Croft II']"
American Son,2019.0,american son,10,622963.0,American Son,2019-09-12,['Kenny Leon'],"['Kerry Washington', 'Steven Pasquale', 'Jeremy Jordan', 'Eugene Lee']","['Drama', 'TV Movie']",en,Time passes and tension mounts in a Florida police station as an estranged interracial couple awaits news of their missing teenage son.,6.14,225,0.4805,['Kenny Leon'],[],"['Kerry Washington', 'Jeremy Jordan']","['Steven Pasquale', 'Eugene Lee']"
Apaches,1977.0,apaches,10,164337.0,Apaches,1977-02-01,['John Mackenzie'],"[""Louise O'Hara"", 'Robbie Oubridge', 'Ian Scrace', 'Sharon Smart', 'Fion Smith', 'Wayne Tapsfield']","['Drama', 'Horror', 'Thriller']",en,"On an English farm, six reckless children play at being a fierce band of Apache warriors, unaware of the many dangers to which they are exposed. (Public information short film produced on behalf of the British Government to warn children living in rural areas about the risks of playing near farm machinery.)",6.4,15,0.0921,['John Mackenzie'],[],[],"[""Louise O'Hara"", 'Robbie Oubridge', 'Ian Scrace', 'Sharon Smart', 'Fion Smith', 'Wayne Tapsfield']"
Arabesque,1929.0,arabesque,10,283491.0,Arabesque,1929-01-01,['Germaine Dulac'],['Marie-Anne Malleville'],['Fantasy'],fr,"The film’s visual structure is principally composed of variations on the arabesque: arcs of light, water spouts, spider webs, burgeoning trees, flowers and foliage, a woman’s smile, arms stretching, an arm giving rhythm to a rocking chair. It uses natural elements (light, mirrors, water, and wind) and photographic techniques (multiple exposures and lenses) to distort the various elements, or to intensify their design.",6.4,19,0.0429,['Germaine Dulac'],[],[],['Marie-Anne Malleville']
Arsenal,2017.0,arsenal,10,388202.0,Arsenal,2017-01-13,['Steven C. Miller'],"['Nicolas Cage', 'John Cusack', 'Adrian Grenier', 'Johnathon Schaech', 'Lydia Hull', 'William Mark McCullough', 'Abbie Gayle', 'Kelton DuMont', 'Zachary Legendre', 'Megan Leonard']","['Thriller', 'Crime']",en,"After the deadbeat brother of a businessman is assumed to be in on his own kidnapping, his sibling must take action to rescue him.",4.32,139,1.2371,['Steven C. Miller'],[],"['Nicolas Cage', 'John Cusack', 'Adrian Grenier', 'Johnathon Schaech', 'Lydia Hull']","['William Mark McCullough', 'Abbie Gayle', 'Kelton DuMont', 'Zachary Legendre', 'Megan Leonard']"
Attack of the Giant Leeches,1959.0,attack of giant leeches,10,22718.0,Attack of the Giant Leeches,1959-10-01,['Bernard L. Kowalski'],"['Ken Clark', 'Yvette Vickers', 'Jan Shepard', 'Michael Emmet', 'Tyler McVey', 'Bruno VeSota', 'Gene Roth', 'Dan White', 'George Cisar', 'Guy Buccola']","['Horror', 'Science Fiction']",en,"A backwoods game warden and a local doctor discover that giant leeches are responsible for disappearances and deaths in a local swamp, but the local police don't believe them.",4.2,73,1.7781,['Bernard L. Kowalski'],[],['Bruno VeSota'],"['Ken Clark', 'Yvette Vickers', 'Jan Shepard', 'Michael Emmet', 'Tyler McVey', 'Gene Roth', 'Dan White', 'George Cisar', 'Guy Buccola']"
Audience,1982.0,audience,10,489181.0,Audience,1982-01-01,['Barbara Hammer'],"['Barbara Hammer', 'Curt McDowell', 'Anita Monga', 'Ulrike Ottinger']",['Documentary'],en,"Barbara Hammer’s Audience is a fascinating deep cut from the director’s prodigious filmography. Relatively raw in its design, this 16mm diary of audience reactions at retrospectives of Hammer’s work in San Francisco, London, Toronto, and Montreal in the early 1980s bears none of the distinctive visual flourishes and essayistic form one usually finds in her filmmaking.  Today, Audience serves as an invaluable historical archive, providing quick but complex portraits of lesbian scenes in different cities and countries: the San Francisco women are bold and raucous, treating Hammer like a celebrity; the London crowd more reserved and tentative; the Canadians politely critical after initial hesitation.  It also functions as a testament to the power of Hammer herself as a figure of lesbian culture, showing how fully she engages audiences to incite new forms of discourse about representation.",4.3,3,0.0268,['Barbara Hammer'],[],['Barbara Hammer'],"['Curt McDowell', 'Anita Monga', 'Ulrike Ottinger']"
Backspot,2023.0,backspot,10,1093974.0,Backspot,2024-05-31,['D.W. Waterson'],"['Devery Jacobs', 'Evan Rachel Wood', 'Shannyn Sossamon', 'Kudakwashe Rutendo', 'Thomas Antony Olajide', 'Noa DiBerto', 'Wendy Crewson', 'Oluniké Adeliyi', 'Emmerly Tinglin', 'Adrianna Di Liello']",['Drama'],en,"Riley, a mid-level cheerleader, lands on the All-Star squad, Thunderhawks. With a competition looming, Riley must navigate her crippling anxiety, her relationship with her girlfriend, and her desperate need for approval from her new coach.",6.4,9,0.1996,[],['D.W. Waterson'],"['Devery Jacobs', 'Evan Rachel Wood', 'Shannyn Sossamon', 'Wendy Crewson', 'Oluniké Adeliyi']","['Kudakwashe Rutendo', 'Thomas Antony Olajide', 'Noa DiBerto', 'Emmerly Tinglin', 'Adrianna Di Liello']"
