username,title,year,rating,film_slug,tmdb_id
kurstboy,Thor: Ragnarok,,5,thor-ragnarok,
kurstboy,SPF-18,,1,spf-18,
kurstboy,November Criminals,,3,november-criminals,
kurstboy,The Wife,2017.0,6,the-wife-2017,
kurstboy,Unicorn Store,,4,unicorn-store,
kurstboy,Revenge,2017.0,8,revenge-2017,
kurstboy,Disobedience,2017.0,5,disobedience-2017,
kurstboy,Molly's Game,,5,mollys-game,
kurstboy,Hannah,,6,hannah-2017-1,
kurstboy,Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,,5,boom-for-real-the-late-teenage-years-of-jean-michel-basquiat,
kurstboy,The Death of Stalin,,7,the-death-of-stalin,
kurstboy,"I, Tonya",,8,i-tonya,
kurstboy,mother!,2017.0,6,mother-2017,
kurstboy,Jim & Andy: The Great Beyond,,7,jim-andy-the-great-beyond,
kurstboy,It,2017.0,7,it-2017,
kurstboy,"Three Billboards Outside Ebbing, Missouri",,8,three-billboards-outside-ebbing-missouri,
kurstboy,Ryuichi Sakamoto: Coda,,8,ryuichi-sakamoto-coda,
kurstboy,Olaf's Frozen Adventure,,2,olafs-frozen-adventure,
kurstboy,Lean on Pete,,8,lean-on-pete,
kurstboy,Lady Bird,,10,lady-bird,
kurstboy,First Reformed,,10,first-reformed,
kurstboy,The Shape of Water,,7,the-shape-of-water,
kurstboy,Ryan Hamilton: Happy Face,,9,ryan-hamilton-happy-face,
kurstboy,Thelma,2017.0,7,thelma-2017,
kurstboy,Logan Lucky,,8,logan-lucky,
kurstboy,The Emoji Movie,,1,the-emoji-movie,
kurstboy,Late Afternoon,,9,late-afternoon,
kurstboy,Dunkirk,2017.0,8,dunkirk-2017,
kurstboy,War for the Planet of the Apes,,6,war-for-the-planet-of-the-apes,
kurstboy,Tour de Pharmacy,,8,tour-de-pharmacy,
kurstboy,Spider-Man: Homecoming,,7,spider-man-homecoming,
kurstboy,Good Time,,8,good-time,
kurstboy,The Beguiled,2017.0,9,the-beguiled-2017,
kurstboy,Cars 3,,4,cars-3,
kurstboy,Pirates of the Caribbean: Dead Men Tell No Tales,,2,pirates-of-the-caribbean-dead-men-tell-no-tales,
kurstboy,The Killing of a Sacred Deer,,10,the-killing-of-a-sacred-deer,
kurstboy,The Florida Project,,10,the-florida-project,
kurstboy,The Meyerowitz Stories (New and Selected),,9,the-meyerowitz-stories-new-and-selected,
kurstboy,The Square,2017.0,8,the-square-2017,
kurstboy,The Rider,,7,the-rider,
kurstboy,Twin Peaks: The Return,,10,twin-peaks-the-return,
kurstboy,Okja,,7,okja,
kurstboy,Baywatch,,6,baywatch,
kurstboy,You Were Never Really Here,,8,you-were-never-really-here,
kurstboy,Guardians of the Galaxy Vol. 2,,7,guardians-of-the-galaxy-vol-2,
kurstboy,Hot Summer Nights,,4,hot-summer-nights,
kurstboy,Lou,2017.0,8,lou-2017,
kurstboy,The Disaster Artist,,7,the-disaster-artist,
kurstboy,The Boss Baby,,6,the-boss-baby,
kurstboy,Baby Driver,,9,baby-driver,
kurstboy,Mother,,8,mother-2017-1,
kurstboy,Kong: Skull Island,,6,kong-skull-island,
kurstboy,A Fantastic Woman,,9,a-fantastic-woman,
kurstboy,Summer 1993,1993.0,10,summer-1993,
kurstboy,The Lego Batman Movie,,6,the-lego-batman-movie,
kurstboy,Brigsby Bear,,5,brigsby-bear,
kurstboy,Get Out,2017.0,9,get-out-2017,
kurstboy,Columbus,2017.0,9,columbus-2017,
kurstboy,A Ghost Story,2017.0,9,a-ghost-story-2017,
kurstboy,Call Me by Your Name,,8,call-me-by-your-name,
kurstboy,Thoroughbreds,2017.0,7,thoroughbreds-2017,
kurstboy,Icarus,2017.0,8,icarus-2017,
kurstboy,The Big Sick,,7,the-big-sick,
kurstboy,Sleep Has Her House,,9,sleep-has-her-house,
kurstboy,Passengers,2016.0,3,passengers-2016,
kurstboy,Rogue One: A Star Wars Story,,5,rogue-one-a-star-wars-story,
kurstboy,Rocco,,3,rocco,
kurstboy,Silence,,8,silence,
kurstboy,Hi Stranger,,10,hi-stranger,
kurstboy,The Founder,,6,the-founder,
kurstboy,Doctor Strange,2016.0,3,doctor-strange-2016,
kurstboy,Black Mirror: Shut Up and Dance,,9,black-mirror-shut-up-and-dance,
kurstboy,Moana,2016.0,7,moana-2016,
kurstboy,20th Century Women,,9,20th-century-women,
kurstboy,13th,,9,13th,
kurstboy,Masterminds,,3,film:151796,
kurstboy,Split,2016.0,6,split-2016,
kurstboy,I Am Not Your Negro,,8,i-am-not-your-negro,
kurstboy,Nocturnal Animals,,7,nocturnal-animals,
kurstboy,Moonlight,2016.0,10,moonlight-2016,
kurstboy,Arrival,2016.0,9,arrival-2016,
kurstboy,La La Land,,10,la-la-land,
kurstboy,Kubo and the Two Strings,,8,kubo-and-the-two-strings,
kurstboy,Dawn of the Deaf,,6,dawn-of-the-deaf,
kurstboy,Your Name.,,6,your-name,
kurstboy,The Legend of Tarzan,,4,the-legend-of-tarzan,
kurstboy,Piper,,8,piper,
kurstboy,Finding Dory,,8,finding-dory,
kurstboy,Popstar: Never Stop Never Stopping,,10,popstar-never-stop-never-stopping,
kurstboy,The Neon Demon,,7,the-neon-demon,
kurstboy,Paterson,,10,paterson,
kurstboy,Hell or High Water,,8,hell-or-high-water,
kurstboy,My Life as a Zucchini,,9,my-life-as-a-zucchini,
kurstboy,The Handmaiden,,9,the-handmaiden,
kurstboy,Raw,2016.0,10,raw-2016,
kurstboy,The BFG,2016.0,1,the-bfg-2016,
kurstboy,Train to Busan,,8,train-to-busan,
kurstboy,The Nice Guys,,8,the-nice-guys,
kurstboy,Captain America: Civil War,,5,captain-america-civil-war,
kurstboy,The Jungle Book,2016.0,7,the-jungle-book-2016,
kurstboy,The Red Turtle,,9,the-red-turtle,
kurstboy,Sausage Party,,1,sausage-party,
kurstboy,Allegiant,,1,allegiant,
kurstboy,10 Cloverfield Lane,,7,10-cloverfield-lane,
kurstboy,Zootopia,,9,zootopia,
kurstboy,Deadpool,,5,deadpool,
kurstboy,"Hail, Caesar!",2016.0,5,hail-caesar-2016,
kurstboy,Ten Meter Tower,,8,ten-meter-tower,
kurstboy,Spa Night,,5,spa-night,
kurstboy,Certain Women,,10,certain-women,
kurstboy,Tickled,,7,tickled,
kurstboy,Southside with You,,3,southside-with-you,
kurstboy,Sing Street,,7,sing-street,
kurstboy,Thunder Road,2016.0,8,thunder-road-2016,
kurstboy,Captain Fantastic,,8,captain-fantastic,
kurstboy,Manchester by the Sea,,7,manchester-by-the-sea,
kurstboy,Operation Avalanche,,8,operation-avalanche,
kurstboy,Hunt for the Wilderpeople,,7,hunt-for-the-wilderpeople,
kurstboy,Monkey Up,,1,monkey-up,
kurstboy,Swiss Army Man,,9,swiss-army-man,
kurstboy,The Revenant,2015.0,8,the-revenant-2015,
kurstboy,Star Wars: The Force Awakens,,7,star-wars-the-force-awakens,
kurstboy,The Hateful Eight,,7,the-hateful-eight,
kurstboy,Creed,,8,creed,
kurstboy,The Big Short,,5,the-big-short,
kurstboy,The Good Dinosaur,,7,the-good-dinosaur,
kurstboy,The Peanuts Movie,,7,the-peanuts-movie,
kurstboy,Crimson Peak,,5,crimson-peak,
kurstboy,The Martian,,7,the-martian,
kurstboy,Eye in the Sky,2015.0,6,eye-in-the-sky-2015,
kurstboy,Steve Jobs,,8,steve-jobs,
kurstboy,The Fits,,9,the-fits,
kurstboy,Anomalisa,,7,anomalisa,
kurstboy,Black Mass,2015.0,4,black-mass-2015,
kurstboy,Room,2015.0,9,room-2015,
kurstboy,Spotlight,,8,spotlight,
kurstboy,Straight Outta Compton,,7,straight-outta-compton,
kurstboy,Fantastic Four,,1,fantastic-four,
kurstboy,Mission: Impossible – Rogue Nation,,8,mission-impossible-rogue-nation,
kurstboy,7 Days in Hell,,7,7-days-in-hell,
kurstboy,Ant-Man,,6,ant-man,
kurstboy,Magic Mike XXL,,9,magic-mike-xxl,
kurstboy,Jurassic World,,7,jurassic-world,
kurstboy,Love,2015.0,6,love-2015,
kurstboy,Sicario,2015.0,8,sicario-2015,
kurstboy,Inside Out,2015.0,8,inside-out-2015,
kurstboy,Green Room,,6,green-room,
kurstboy,Carol,2015.0,9,carol-2015,
kurstboy,Amy,2015.0,9,amy-2015,
kurstboy,The Lobster,,9,the-lobster,
kurstboy,Mad Max: Fury Road,,10,mad-max-fury-road,
kurstboy,Spy,,7,spy,
kurstboy,No No Sleep,,10,no-no-sleep,
kurstboy,Monkey Kingdom,,6,monkey-kingdom,
kurstboy,Insurgent,,2,insurgent,
kurstboy,Demetri Martin: Live (At The Time),,9,demetri-martin-live-at-the-time,
kurstboy,"McFarland, USA",,6,mcfarland-usa,
kurstboy,The SpongeBob Movie: Sponge Out of Water,,3,the-spongebob-movie-sponge-out-of-water,
kurstboy,My Skinny Sister,,7,my-skinny-sister,
kurstboy,Me and Earl and the Dying Girl,,7,me-and-earl-and-the-dying-girl,
kurstboy,Mistress America,,8,mistress-america,
kurstboy,Shaun the Sheep Movie,,8,shaun-the-sheep-movie,
kurstboy,Dope,2015.0,6,dope-2015,
kurstboy,The Witch,2015.0,8,the-witch-2015,
kurstboy,Tangerine,,9,tangerine,
kurstboy,World of Tomorrow,,8,world-of-tomorrow,
kurstboy,Ex Machina,2015.0,9,ex-machina-2015,
kurstboy,The Interview,2014.0,4,the-interview-2014,
kurstboy,Kingsman: The Secret Service,,6,kingsman-the-secret-service,
kurstboy,Paddington,,7,paddington,
kurstboy,Big Eyes,,5,big-eyes,
kurstboy,Over the Garden Wall,2014.0,10,over-the-garden-wall-2014,
kurstboy,Interstellar,,7,interstellar,
kurstboy,Big Hero 6,,7,big-hero-6,
kurstboy,"Men, Women & Children",,4,men-women-children,
kurstboy,Iris,2014.0,7,iris-2014,
kurstboy,Inherent Vice,,8,inherent-vice,
kurstboy,Gone Girl,,9,gone-girl,
kurstboy,The Theory of Everything,2014.0,3,the-theory-of-everything-2014,
kurstboy,While We're Young,,7,while-were-young,
kurstboy,Nightcrawler,,9,nightcrawler,
kurstboy,The Boxtrolls,,5,the-boxtrolls,
kurstboy,Heaven Knows What,,7,heaven-knows-what,
kurstboy,Wild,,7,wild,
kurstboy,Birdman or (The Unexpected Virtue of Ignorance),,8,birdman-or-the-unexpected-virtue-of-ignorance,
kurstboy,How to Build a Better Boy,,1,how-to-build-a-better-boy,
kurstboy,Guardians of the Galaxy,,8,guardians-of-the-galaxy,
kurstboy,Unfriended,,7,unfriended,
kurstboy,When Marnie Was There,,7,when-marnie-was-there,
kurstboy,Zombeavers,,2,zombeavers,
kurstboy,Dawn of the Planet of the Apes,,8,dawn-of-the-planet-of-the-apes,
kurstboy,Song of the Sea,,8,song-of-the-sea,
kurstboy,Monkey Love Experiments,,6,monkey-love-experiments,
kurstboy,The Longest Week,,3,the-longest-week,
kurstboy,22 Jump Street,,8,22-jump-street,
kurstboy,Maleficent,,1,maleficent,
kurstboy,Mommy,2014.0,10,mommy-2014,
kurstboy,Foxcatcher,,5,foxcatcher,
kurstboy,Force Majeure,2014.0,8,force-majeure-2014,
kurstboy,It Follows,,8,it-follows,
kurstboy,The Fault in Our Stars,,3,the-fault-in-our-stars,
kurstboy,How to Train Your Dragon 2,,7,how-to-train-your-dragon-2,
kurstboy,Godzilla,2014.0,7,godzilla-2014,
kurstboy,Divergent,,3,divergent,
kurstboy,Creep,2014.0,9,creep-2014,
kurstboy,Chef,,6,chef,
kurstboy,The Grand Budapest Hotel,,9,the-grand-budapest-hotel,
kurstboy,The Lego Movie,,10,the-lego-movie,
kurstboy,What We Do in the Shadows,,9,what-we-do-in-the-shadows,
kurstboy,Boyhood,,8,boyhood,
kurstboy,Obvious Child,,7,obvious-child,
kurstboy,Frank,2014.0,7,frank-2014,
kurstboy,The Babadook,,9,the-babadook,
kurstboy,Whiplash,2014.0,10,whiplash-2014,
kurstboy,The Wolf of Wall Street,,9,the-wolf-of-wall-street,
kurstboy,The Tale of The Princess Kaguya,,10,the-tale-of-the-princess-kaguya,
kurstboy,Frozen,2013.0,4,frozen-2013,
kurstboy,The Kingdom of Dreams and Madness,,8,the-kingdom-of-dreams-and-madness,
kurstboy,Saving Mr. Banks,,4,saving-mr-banks,
kurstboy,Carrie,2013.0,4,carrie-2013,
kurstboy,Her,,10,her,
kurstboy,The Secret Life of Walter Mitty,2013.0,6,the-secret-life-of-walter-mitty-2013,
kurstboy,Captain Phillips,,6,captain-phillips,
kurstboy,Mistaken for Strangers,,8,mistaken-for-strangers,
kurstboy,Coherence,,8,coherence,
kurstboy,Enemy,,7,enemy,
kurstboy,Ida,,9,ida,
kurstboy,Prisoners,,9,prisoners,
kurstboy,Under the Skin,2013.0,9,under-the-skin-2013,
kurstboy,Gravity,2013.0,5,gravity-2013,
kurstboy,We're the Millers,,6,were-the-millers,
kurstboy,Snowpiercer,,7,snowpiercer,
kurstboy,The Wind Rises,,9,the-wind-rises,
kurstboy,Mr. Go,,5,mr-go,
kurstboy,Pacific Rim,,4,pacific-rim,
kurstboy,The Heat,,7,the-heat,
kurstboy,Despicable Me 2,,2,despicable-me-2,
kurstboy,The Conjuring,,7,the-conjuring,
kurstboy,Monsters University,,6,monsters-university,
kurstboy,This Is the End,,7,this-is-the-end,
kurstboy,Only Lovers Left Alive,,9,only-lovers-left-alive,
kurstboy,Nebraska,,7,nebraska,
kurstboy,Only God Forgives,,5,only-god-forgives,
kurstboy,Behind the Candelabra,,8,behind-the-candelabra,
kurstboy,Inside Llewyn Davis,,10,inside-llewyn-davis,
kurstboy,Stranger by the Lake,,9,stranger-by-the-lake,
kurstboy,The Bling Ring,,7,the-bling-ring,
kurstboy,The Great Gatsby,2013.0,2,the-great-gatsby-2013,
kurstboy,Iron Man 3,,4,iron-man-3,
kurstboy,Journey to the West: Conquering the Demons,,6,journey-to-the-west-conquering-the-demons,
kurstboy,Stoker,,9,stoker,
kurstboy,Before Midnight,,7,before-midnight,
kurstboy,Fruitvale Station,,8,fruitvale-station,
kurstboy,Don Jon,,7,don-jon,
kurstboy,Django Unchained,,8,django-unchained,
kurstboy,Les Misérables,2012.0,4,les-miserables-2012,
kurstboy,Wreck-It Ralph,,7,wreck-it-ralph,
kurstboy,Skyfall,,7,skyfall,
kurstboy,Life of Pi,,7,life-of-pi,
kurstboy,Looper,,7,looper,
kurstboy,Silver Linings Playbook,,7,silver-linings-playbook,
kurstboy,Spring Breakers,,8,spring-breakers,
kurstboy,The Master,2012.0,9,the-master-2012,
kurstboy,Frances Ha,,9,frances-ha,
kurstboy,Argo,,6,argo,
kurstboy,It's Such a Beautiful Day,,10,its-such-a-beautiful-day,
kurstboy,ParaNorman,,6,paranorman,
kurstboy,The Dark Knight Rises,,6,the-dark-knight-rises,
kurstboy,Magic Mike,,6,magic-mike,
kurstboy,Ted,,6,ted,
kurstboy,Brave,2012.0,6,brave-2012,
kurstboy,It's a Disaster,,7,its-a-disaster,
kurstboy,Holy Motors,,9,holy-motors,
kurstboy,Ernest & Celestine,,8,ernest-celestine,
kurstboy,Killing Them Softly,,7,killing-them-softly,
kurstboy,Amour,,8,amour,
kurstboy,The Hunt,2012.0,9,the-hunt-2012,
kurstboy,Moonrise Kingdom,,8,moonrise-kingdom,
kurstboy,The Avengers,2012.0,4,the-avengers-2012,
kurstboy,The Hunger Games,,7,the-hunger-games,
kurstboy,21 Jump Street,,7,21-jump-street,
kurstboy,Starlet,,7,starlet,
kurstboy,The Lorax,2012.0,2,the-lorax-2012,
kurstboy,"For a Good Time, Call...",,7,for-a-good-time-call,
kurstboy,The Girl with the Dragon Tattoo,2011.0,8,the-girl-with-the-dragon-tattoo-2011,
kurstboy,Black Mirror: Fifteen Million Merits,,8,black-mirror-fifteen-million-merits,
kurstboy,The Cabin in the Woods,,9,the-cabin-in-the-woods,
kurstboy,We Bought a Zoo,,3,we-bought-a-zoo,
kurstboy,Mission: Impossible – Ghost Protocol,,9,mission-impossible-ghost-protocol,
kurstboy,The Muppets,,5,the-muppets,
kurstboy,Tower Heist,,2,tower-heist,
kurstboy,Hugo,,8,hugo,
kurstboy,Moneyball,,10,moneyball,
kurstboy,Contagion,,2,contagion,
kurstboy,The Help,,8,the-help,
kurstboy,Rise of the Planet of the Apes,,7,rise-of-the-planet-of-the-apes,
kurstboy,From Up on Poppy Hill,,7,from-up-on-poppy-hill,
kurstboy,Bernie,2011.0,9,bernie-2011,
kurstboy,Cars 2,,2,cars-2,
kurstboy,Super 8,,6,super-8,
kurstboy,Kung Fu Panda 2,,7,kung-fu-panda-2,
kurstboy,Drive,2011.0,9,drive-2011,
kurstboy,The Skin I Live In,,6,the-skin-i-live-in,
kurstboy,"Oslo, August 31st",,10,oslo-august-31st,
kurstboy,Melancholia,,10,melancholia,
kurstboy,Le Havre,,7,le-havre,
kurstboy,The Tree of Life,2011.0,10,the-tree-of-life-2011,
kurstboy,We Need to Talk About Kevin,,9,we-need-to-talk-about-kevin,
kurstboy,Pirates of the Caribbean: On Stranger Tides,,2,pirates-of-the-caribbean-on-stranger-tides,
kurstboy,The Good Doctor,,3,the-good-doctor,
kurstboy,Turkles,,1,turkles,
kurstboy,Rio,2011.0,5,rio-2011,
kurstboy,Bridesmaids,,5,bridesmaids,
kurstboy,Rango,,7,rango,
kurstboy,Tomboy,2011.0,8,tomboy-2011,
kurstboy,Project Nim,,7,project-nim,
kurstboy,Puella Magi Madoka Magica,,9,puella-magi-madoka-magica,
kurstboy,True Grit,2010.0,8,true-grit-2010,
kurstboy,The Extraordinary Life of Rocky,,8,the-extraordinary-life-of-rocky,
kurstboy,Beyond the Black Rainbow,,7,beyond-the-black-rainbow,
kurstboy,Tangled,2010.0,7,tangled-2010,
kurstboy,The Social Network,,10,the-social-network,
kurstboy,FRED: The Movie,,1,fred-the-movie,
kurstboy,Devil,,3,devil,
kurstboy,Submarine,,7,submarine,
kurstboy,127 Hours,,7,127-hours,
kurstboy,Incendies,,9,incendies,
kurstboy,Somewhere,,9,somewhere,
kurstboy,Black Swan,,9,black-swan,
kurstboy,The Other Guys,,6,the-other-guys,
kurstboy,Scott Pilgrim vs. the World,,8,scott-pilgrim-vs-the-world,
kurstboy,The Secret World of Arrietty,,8,the-secret-world-of-arrietty,
kurstboy,Inception,,9,inception,
kurstboy,Grown Ups,,2,grown-ups,
kurstboy,Toy Story 3,,7,toy-story-3,
kurstboy,Despicable Me,,6,despicable-me,
kurstboy,MacGruber,,5,macgruber,
kurstboy,Shrek Forever After,,2,shrek-forever-after,
kurstboy,Kaboom,,7,kaboom,
kurstboy,Iron Man 2,,6,iron-man-2,
kurstboy,Date Night,,4,date-night,
kurstboy,Nénette,,6,nenette,
kurstboy,Diary of a Wimpy Kid,,4,diary-of-a-wimpy-kid,
kurstboy,How to Train Your Dragon,,8,how-to-train-your-dragon,
kurstboy,Alice in Wonderland,2010.0,1,alice-in-wonderland-2010,
kurstboy,Shutter Island,,7,shutter-island,
kurstboy,Barbie in A Mermaid Tale,,4,barbie-in-a-mermaid-tale,
kurstboy,Blue Valentine,,8,blue-valentine,
kurstboy,Four Lions,,9,four-lions,
kurstboy,Boy,2010.0,7,boy-2010,
kurstboy,Wisdom Teeth,,7,wisdom-teeth,
kurstboy,Avatar,,6,avatar,
kurstboy,The Princess and the Frog,,5,the-princess-and-the-frog,
kurstboy,Fantastic Mr. Fox,,10,fantastic-mr-fox,
kurstboy,Where the Wild Things Are,,5,where-the-wild-things-are,
kurstboy,Zombieland,,8,zombieland,
kurstboy,The Blind Side,,4,the-blind-side,
kurstboy,Cloudy with a Chance of Meatballs,,7,cloudy-with-a-chance-of-meatballs,
kurstboy,A Serious Man,,9,a-serious-man,
kurstboy,Jennifer's Body,,8,jennifers-body,
kurstboy,Julie & Julia,,2,julie-julia,
kurstboy,District 9,,7,district-9,
kurstboy,Brüno,,6,bruno,
kurstboy,Ice Age: Dawn of the Dinosaurs,,3,ice-age-dawn-of-the-dinosaurs,
kurstboy,Year One,,2,year-one,
kurstboy,A Town Called Panic,,9,a-town-called-panic,
kurstboy,The Proposal,2009.0,7,the-proposal-2009,
kurstboy,The Hangover,,8,the-hangover,
kurstboy,Enter the Void,,5,enter-the-void,
kurstboy,Night at the Museum: Battle of the Smithsonian,,1,night-at-the-museum-battle-of-the-smithsonian,
kurstboy,Inglourious Basterds,,8,inglourious-basterds,
kurstboy,Antichrist,,7,antichrist,
kurstboy,Dogtooth,,9,dogtooth,
kurstboy,Mother,2009.0,9,mother-2009,
kurstboy,Up,,10,up,
kurstboy,Star Trek,,4,star-trek,
kurstboy,Guy and Madeline on a Park Bench,,8,guy-and-madeline-on-a-park-bench,
kurstboy,Monsters vs Aliens,,3,monsters-vs-aliens,
kurstboy,17 Again,,1,17-again,
kurstboy,The Secret of Kells,,7,the-secret-of-kells,
kurstboy,Polytechnique,,6,polytechnique,
kurstboy,The Pink Panther 2,,2,the-pink-panther-2,
kurstboy,Coraline,,9,coraline,
kurstboy,Moon,,5,moon,
kurstboy,Adventureland,,6,adventureland,
kurstboy,(500) Days of Summer,,8,500-days-of-summer,
kurstboy,Paul Blart: Mall Cop,,1,paul-blart-mall-cop,
kurstboy,Bride Wars,,2,bride-wars,
kurstboy,The Curious Case of Benjamin Button,,6,the-curious-case-of-benjamin-button,
kurstboy,Bolt,,6,bolt,
kurstboy,Madagascar: Escape 2 Africa,,6,madagascar-escape-2-africa,
kurstboy,Bronson,,6,bronson,
kurstboy,High School Musical 3: Senior Year,,1,high-school-musical-3-senior-year,
kurstboy,Slumdog Millionaire,,8,slumdog-millionaire,
kurstboy,Burn After Reading,,8,burn-after-reading,
kurstboy,Tropic Thunder,,4,tropic-thunder,
kurstboy,Pineapple Express,,6,pineapple-express,
kurstboy,Ponyo,,8,ponyo,
kurstboy,The Dark Knight,,9,the-dark-knight,
kurstboy,Journey to the Center of the Earth,2008.0,4,journey-to-the-center-of-the-earth-2008,
kurstboy,Mamma Mia!,,8,mamma-mia,
kurstboy,Still Walking,,9,still-walking,
kurstboy,WALL·E,,9,walle,
kurstboy,Get Smart,,6,get-smart,
kurstboy,"Synecdoche, New York",,10,synecdoche-new-york,
kurstboy,Wendy and Lucy,,10,wendy-and-lucy,
kurstboy,Indiana Jones and the Kingdom of the Crystal Skull,,6,indiana-jones-and-the-kingdom-of-the-crystal-skull,
kurstboy,Martyrs,,6,martyrs,
kurstboy,The Chronicles of Narnia: Prince Caspian,,1,the-chronicles-of-narnia-prince-caspian,
kurstboy,Kung Fu Panda,,8,kung-fu-panda,
kurstboy,Speed Racer,,9,speed-racer,
kurstboy,Iron Man,2008.0,7,iron-man-2008,
kurstboy,Baby Mama,,6,baby-mama,
kurstboy,The Pleasure of Being Robbed,,6,the-pleasure-of-being-robbed,
kurstboy,Medicine for Melancholy,,7,medicine-for-melancholy,
kurstboy,21,,1,21,
kurstboy,Horton Hears a Who!,2008.0,4,horton-hears-a-who-2008,
kurstboy,In Bruges,,7,in-bruges,
kurstboy,National Treasure: Book of Secrets,,6,national-treasure-book-of-secrets,
kurstboy,Alvin and the Chipmunks,,2,alvin-and-the-chipmunks,
kurstboy,Trick 'r Treat,,8,trick-r-treat,
kurstboy,I Am Legend,,5,i-am-legend,
kurstboy,Enchanted,,3,enchanted,
kurstboy,Bee Movie,,6,bee-movie,
kurstboy,There Will Be Blood,,9,there-will-be-blood,
kurstboy,Paranormal Activity,,5,paranormal-activity,
kurstboy,Lars and the Real Girl,,8,lars-and-the-real-girl,
kurstboy,Eastern Promises,,7,eastern-promises,
kurstboy,The Darjeeling Limited,,7,the-darjeeling-limited,
kurstboy,The Assassination of Jesse James by the Coward Robert Ford,,9,the-assassination-of-jesse-james-by-the-coward-robert-ford,
kurstboy,Juno,,8,juno,
kurstboy,Michael Clayton,,8,michael-clayton,
kurstboy,High School Musical 2,,8,high-school-musical-2,
kurstboy,Hot Rod,,7,hot-rod,
kurstboy,The Simpsons Movie,,8,the-simpsons-movie,
